Year,Metabolite,Country,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
2021,cocaine,AT,Purgstall,18.38,28.18,31.78,34.6,30.99,36.88,16.89,23.81,34.16,28.24
2021,cocaine,AT,Region Millstättersee,27.11,18.71,29.18,32.81,31.82,25.01,48.46,30.87,29.88,30.44
2021,cocaine,AT,Strass im Zillertal,98.59,107.34,107.53,137.12,141.18,104.15,90.4,100.97,127.48,112.33
2021,cocaine,AT,Wasserverband Hofsteig,566.57,153.67,390.22,339.61,573.3,220.75,217.94,332.1,377.89,351.72
2021,cocaine,BE,Antwerp Zuid,1335.68,01.06,1594.08,1806.01,1631.2,1770.91,1628.19,1466.25,1736.04,1581.88
2021,cocaine,BE,Brussels,699.36,682.28,695.82,867.63,928.04,857.41,646.05,680.88,884.36,768.08
2021,cocaine,CH,Basel,729.7,735.06,902.21,738.63,878.21,425.17,547.57,728.64,680.67,708.08
2021,cocaine,CH,Berne,518.96,468.83,519.53,606.59,518.57,304.96,572.17,519.87,476.71,501.37
2021,cocaine,CH,Geneva,659.29,575.65,723.45,,,,,652.8,,652.8
2021,cocaine,CH,St. Gallen Hofen,978.3,1318.65,1617.53,1615.07,1558.87,1177.21,1091.16,1251.41,1450.38,1336.68
2021,cocaine,CH,Zurich,720.81,685.54,822.09,1044.92,1012.19,683.75,564.79,698.31,913.62,790.58
2021,cocaine,CY,Agia Napa,86.51,68.58,82.45,114.61,103.19,256.29,157.84,98.84,158.03,124.21
2021,cocaine,CY,Larnaca,28.26,37,36.77,49,72.58,40.8,12.72,28.69,54.13,39.59
2021,cocaine,CY,Limassol,43.68,105.72,37.11,163.56,92.01,56.35,17.21,50.93,103.97,73.66
2021,cocaine,CY,Nicosia (2),33.63,29.05,38.45,67.6,73.97,48.86,42.21,35.83,63.48,47.68
2021,cocaine,CY,Paphos,8.34,14.11,14.38,42.01,62.76,27.69,8.26,11.27,44.15,25.36
2021,cocaine,CZ,Brno,42.52,45.75,61.54,63.38,118.02,123.07,69.85,54.91,101.49,74.87
2021,cocaine,CZ,České Budějovice,57.46,45.7,46.97,48.37,80.73,70.5,52.69,50.71,66.53,57.49
2021,cocaine,CZ,Karlovy Vary,54.41,59.13,79.5,90.47,68.16,43.87,52.39,61.36,67.5,63.99
2021,cocaine,CZ,Ostrava,45.54,39.67,54.95,91.61,44.54,18.84,26.22,41.59,51.66,45.91
2021,cocaine,CZ,Prague (2),191.59,220.63,239.46,306.81,295.65,221.83,202.84,213.63,274.76,239.83
2021,cocaine,DE,Chemnitz,20.36,,3.73,05.03,33.8,26.66,20.18,14.76,24.82,20.51
2021,cocaine,DE,Dortmund,422.78,,403.37,555.31,489.19,476.84,500.65,442.27,502.63,476.76
2021,cocaine,DE,Dresden,44.33,33.6,53.36,111.06,28.46,49.51,34.19,41.37,63.01,50.65
2021,cocaine,DE,Dülmen,208.14,246.64,237.83,305.28,220.66,117.67,116.5,202.28,214.54,207.53
2021,cocaine,DE,Erfurt,59.95,,68.8,113.91,89,78.33,68.52,65.76,92.56,81.07
2021,cocaine,DE,Magdeburg,157.06,207.02,216.32,306.35,277.6,192.4,198.71,194.78,258.78,222.21
2021,cocaine,DE,Munich G,201.41,,195.42,334.3,215.67,266.98,223.77,206.87,258.15,236.17
2021,cocaine,DE,Nuremberg,47.23,,75.22,93.97,87.09,68.39,51.58,58.01,84.13,72.94
2021,cocaine,DE,Saarbrücken (2),148.27,,187.87,228.45,235.19,198.07,220.47,185.54,224.22,207.64
2021,cocaine,DK,Copenhagen,440.4,445.22,511.73,780.71,680.88,448.1,426.44,455.95,636.56,533.35
2021,cocaine,DK,Odense,208.32,316.01,320.29,362.63,250.16,320.27,288.36,283.24,311.02,295.15
2021,cocaine,EE,Narva,23.54,21.51,43.27,89.58,27.34,22.06,22.82,27.78,46.33,35.73
2021,cocaine,EE,Tartu,41.53,26.89,31.25,201.61,61,41.3,,33.22,101.3,67.26
2021,cocaine,ES,Barcelona,475.89,509.79,607.85,905.12,920.7,532.14,706.15,574.92,785.99,665.38
2021,cocaine,ES,Castellon,528.97,516.73,415.39,444.18,686.83,547.65,565.89,506.74,559.55,529.38
2021,cocaine,ES,Santiago,382.53,615.27,699.87,592.04,768.73,433.3,337.03,508.67,598.02,546.97
2021,cocaine,FI,Espoo,27.43,27.45,37.6,62.58,70.76,40.35,24.27,29.19,57.9,41.49
2021,cocaine,FI,Helsinki,40.71,38.64,52.07,91.5,99.95,59.96,40.86,43.07,83.8,60.53
2021,cocaine,FI,Tampere,5.9,6.95,12.73,16.76,10.47,8.16,4.91,7.62,11.8,9.41
2021,cocaine,FI,Turku,4,6.53,6.97,17.89,20.71,11.05,6,5.87,16.55,10.45
2021,cocaine,FR,Paris Seine Centre,414.32,478.29,339.12,442.37,570.58,348.57,398.69,407.6,453.84,427.42
2021,cocaine,GB,Bristol,409.93,,,798.02,1297.59,1137.43,601.04,505.49,1077.68,750.71
2021,cocaine,GR,Athens,84.15,87.54,104.84,106.77,109.23,79.58,98.84,93.84,98.53,95.85
2021,cocaine,HR,Zagreb,463.38,460.79,614.24,745.92,667.5,492,396.51,483.73,635.14,548.62
2021,cocaine,IT,Bozen,313.74,328.28,345.53,427.38,423.81,395.29,335.68,330.81,415.5,367.1
2021,cocaine,IT,Milan,368.15,382.98,413.25,444.71,415.53,337.71,334.72,374.77,399.31,385.29
2021,cocaine,LT,Kaunas,71.22,68.57,77.73,97.57,122.54,90.21,64.95,70.62,103.44,84.69
2021,cocaine,LT,Klaipeda,84.08,65.6,82.94,111.37,151.17,191.62,75.26,76.97,151.39,108.86
2021,cocaine,LT,Vilnius,96.91,,102.83,160.71,192.8,106.48,90.06,94.97,153.33,119.98
2021,cocaine,LV,Riga,62.91,66.96,74.64,202.2,174.86,99.85,86.2,72.68,158.97,109.66
2021,cocaine,NL,Amsterdam,871.7,711.38,750.04,960.11,1113.89,910.17,890.56,805.92,994.72,886.83
2021,cocaine,NL,Eindhoven,479.08,531.18,556.65,583.12,934.03,678.76,602.43,542.34,731.97,623.61
2021,cocaine,NL,Utrecht,641.34,447.39,501.79,641.57,614.82,430.9,429.03,504.89,562.43,529.55
2021,cocaine,PL,Krakow P,51.82,56.63,64.4,106.17,100.91,48.01,42.43,53.82,85.03,67.2
2021,cocaine,PT,Almada,245.42,264.05,332.82,443.15,912.51,221.13,412.46,313.69,525.6,404.51
2021,cocaine,PT,Lisbon,474.89,450.49,481.54,588.27,654.12,482.33,371.7,444.66,574.91,500.48
2021,cocaine,PT,Porto,226.12,183.96,195.32,213.23,410.79,197.6,237.58,210.75,273.88,237.8
2021,cocaine,SE,Gävle,100.69,85.95,122.94,267.63,328.93,183.4,105.36,103.74,259.99,170.7
2021,cocaine,SE,Sandviken,78.15,70.69,106.78,142.72,216.51,77.71,21.32,69.23,145.65,101.98
2021,cocaine,SE,Stockholm (2),97.87,101.76,147.28,227.98,216.79,183.83,138.85,121.44,209.53,159.19
2021,cocaine,SE,Söderhamn,,26.87,37.84,86.2,89.51,43.3,33.8,33.08,73,50.19
2021,cocaine,SE,Uppsala,56.44,70.12,69.18,106.09,111.85,72.22,53.92,62.41,96.72,77.12
2021,cocaine,SI,Domžale-Kamnik,198.33,203.61,268.75,383.04,353.51,193.2,193.17,215.96,309.92,256.23
2021,cocaine,SI,Koper,367.44,416.03,340.95,430.32,535.2,403.88,352.03,369.11,456.47,406.55
2021,cocaine,SI,Ljubljana,522.77,164.96,329.45,343.41,381.15,430.66,,339.06,384.09,364.79
2021,cocaine,SI,Maribor,86.95,104.43,137.81,213.6,225.12,232.67,90.22,104.85,223.8,155.83
2021,cocaine,SI,Novo mesto,139.34,151.97,197.15,271.51,241.56,189.84,158.34,161.7,234.3,192.82
2021,cocaine,SI,Velenje,183.16,195.53,278.97,310.8,277.94,159.85,136.95,198.65,249.53,220.45
2021,cocaine,SK,Bratislava C,44.66,56.7,54.53,39.05,82,127.7,128.54,71.11,82.92,76.17
2021,cocaine,SK,Piestany,12.31,18.19,12.65,6.33,4,4.69,25.24,17.1,05.01,11.92
2021,cocaine,TR,Adana,6.43,4.98,5.2,4.19,05.02,7.31,6.8,5.85,5.51,5.71
2021,cocaine,TR,Istanbul (II-VII),55.9,57.25,54.39,64.33,48.98,44.71,51.62,54.79,52.67,53.88
2022,methamphetamine,AT,Graz,7.94,6.62,6.82,6.48,7.99,7.79,09.02,7.86,7.27,7.52
2022,methamphetamine,AT,Hall-Wattens,6.12,04.01,03.04,5.51,7.94,7.82,4.49,4.88,06.08,5.56
2022,methamphetamine,AT,Innsbruck,12.24,11.05,11.12,16.83,15.68,15.47,12.92,12.22,14.77,13.68
2022,methamphetamine,AT,Kapfenberg,2.82,1.85,2.64,1.82,2.28,2.64,3.97,2.88,2.35,2.58
2022,methamphetamine,AT,Klagenfurt,1.48,1.47,1.66,1.91,1.32,2.11,1.48,1.48,1.75,1.63
2022,methamphetamine,AT,Knittelfeld,0.52,1.36,0.65,1.18,0.52,0.54,0.51,0.8,0.72,0.76
2022,methamphetamine,AT,Korneuburg,5.31,3.91,0.59,1.47,1.25,1.4,3.14,4.12,1.18,2.44
2022,methamphetamine,AT,Kufstein,2.89,3.29,2.15,2.71,1.57,1.28,0.51,2.23,1.93,02.06
2022,methamphetamine,AT,Purgstall,0.88,0.74,0.8,3.48,8.91,0.61,08.04,3.22,3.45,3.35
2022,methamphetamine,AT,Region Millstättersee,0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,AT,Salzburg,1.64,1.88,3.31,2.15,2.48,2.1,02.01,1.85,2.51,2.22
2022,methamphetamine,AT,Steyr,28.91,14.64,21.82,40.64,30.41,19.47,16.86,20.14,28.08,24.68
2022,methamphetamine,AT,Strass im Zillertal,9.46,7.34,11.79,13.86,12.13,9.49,11.2,9.34,11.82,10.75
2022,methamphetamine,AT,Wasserverband Hofsteig,5.86,3.29,3.26,2.84,2.98,3.14,2.29,3.81,03.05,3.38
2022,methamphetamine,AT,Wien,25.72,25.79,28.72,30.72,28.9,27.66,28.82,26.78,29,28.05
2022,methamphetamine,AT,Wiener Neustadt,34.81,35.28,28.42,28.09,30.17,31.76,28.7,32.93,29.61,31.03
2022,methamphetamine,AT,Wildon,6.15,6.17,5.25,06.09,7.91,7.2,08.03,6.78,6.61,6.69
2022,methamphetamine,BE,Antwerp Zuid,43.14,86.94,49.16,27.23,33.66,74.21,48.74,59.61,46.06,51.87
2022,methamphetamine,BE,Brussels,31.6,29.08,23,28.35,29.07,24.32,28.66,29.78,26.19,27.73
2022,methamphetamine,CH,Basel,30.19,35.85,31.1,39.09,33.48,33.49,38.28,34.78,34.29,34.5
2022,methamphetamine,CH,Berne,29.64,28.09,31.35,25.74,25.58,25.99,33.69,30.47,27.16,28.58
2022,methamphetamine,CH,Geneva,11.25,9.71,13.88,11.57,11.89,9.3,8.85,9.94,11.66,10.92
2022,methamphetamine,CH,Zurich,92.56,65.93,65.12,66.99,69.62,76.88,63.35,73.95,69.65,71.49
2022,methamphetamine,CY,Agia Napa,16.41,02.04,2.83,2.28,4.18,3.76,4.36,7.72,3.26,5.17
2022,methamphetamine,CY,Larnaca,31.82,07.07,2.48,9.8,21.91,271.8,57.36,32.29,76.5,57.55
2022,methamphetamine,CY,Limassol,82.52,54.44,16.55,15.95,43.46,38.09,18.84,51.94,28.51,38.55
2022,methamphetamine,CY,Nicosia (2),26.73,23.48,21.33,15.95,24.47,18.36,10.29,20.17,20.03,20.09
2022,methamphetamine,CY,Paphos,12.74,17.15,17.7,18.66,15.81,15.01,18.62,16.17,16.79,16.53
2022,methamphetamine,CZ,Karlovy Vary,429.91,476.25,526.04,709.46,350.88,373.41,350.01,418.72,489.95,459.42
2022,methamphetamine,CZ,Ostrava,921.76,951.99,,890.66,1008.94,808.85,951.34,941.7,902.82,922.26
2022,methamphetamine,CZ,Prague (2),653.02,625.23,571.42,600.68,728.21,631.29,590.7,622.98,632.9,628.65
2022,methamphetamine,DE,Berlin (4),30.96,27.67,34.14,32.82,40.73,21.23,31.61,29.97,31,30.58
2022,methamphetamine,DE,Chemnitz,224.09,245.88,376.02,224.41,240.2,366.3,,234.99,301.73,279.49
2022,methamphetamine,DE,Dortmund,1.27,9.51,2.11,2.47,1.55,2.37,,5.39,2.13,3.22
2022,methamphetamine,DE,Dresden,222.64,282.15,269.29,298.94,241.23,287.65,266.81,257.2,274.28,266.96
2022,methamphetamine,DE,Dülmen,0,0,0,0,0,,0,0,0,0
2022,methamphetamine,DE,Erfurt,216.9,280.46,170.74,253.41,255.84,242.39,165.13,220.83,230.59,226.41
2022,methamphetamine,DE,Magdeburg,125.72,163.44,118.18,144.96,179.62,168.38,165.29,151.48,152.78,152.23
2022,methamphetamine,DE,Munich G,14.77,14.08,12.21,14.23,15.95,15.59,11.88,13.58,14.49,14.1
2022,methamphetamine,DE,Nuremberg,110.85,117.7,181.17,136.59,130.85,122.29,127.4,118.65,142.72,132.41
2022,methamphetamine,DE,Saarbrücken (2),0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,DK,Copenhagen,22.27,21.42,25.38,29.63,29.45,25.23,23.05,22.25,27.42,25.2
2022,methamphetamine,EE,Kohtla-Järve (2),2.58,2.35,2.77,1.57,1.85,2.37,4.1,03.01,2.14,2.51
2022,methamphetamine,EE,Tallinn,23.08,24.05,33.15,20.95,28.74,34.64,26.82,24.8,29.37,27.41
2022,methamphetamine,ES,Barcelona,41.42,41.97,57.64,69.08,63.08,58.62,60.79,48.06,62.11,56.09
2022,methamphetamine,ES,Castellon,0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,ES,Lleida,0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,ES,Santiago,1.18,4.28,1.1,01.08,01.01,01.02,1.22,2.23,01.05,1.56
2022,methamphetamine,ES,Tarragona,09.04,9.21,10.81,8.2,08.02,10.25,8.35,8.86,9.32,9.12
2022,methamphetamine,FI,Espoo,28.32,29.44,29.33,33.58,33.04,31.44,32.12,29.96,31.85,31.04
2022,methamphetamine,FI,Helsinki,49.41,62.12,59.3,58.36,57.99,51.45,55.64,55.72,56.78,56.33
2022,methamphetamine,FI,Hämeenlinna,3.86,7.97,6.27,12.12,12.97,6.2,6.99,6.27,9.39,08.05
2022,methamphetamine,FI,Joensuu,2.17,3.43,6.49,9.11,10.37,6.53,9.47,05.02,8.12,6.79
2022,methamphetamine,FI,Jyväskylä,3.65,4.83,4.78,4.46,4.11,3.53,4.39,4.29,4.22,4.25
2022,methamphetamine,FI,Kajaani,2,02.03,2.11,1.95,2.35,02.03,1.49,1.84,2.11,1.99
2022,methamphetamine,FI,Kemi,3.35,0.97,1.15,2.51,2.1,0.86,0.86,1.73,1.66,1.69
2022,methamphetamine,FI,Kokkola,03.02,2.69,2.47,3.89,5.46,5.22,3.86,3.19,4.26,3.8
2022,methamphetamine,FI,Kotka,20.17,24.26,34.29,51.3,50.07,39.6,36.99,27.14,43.82,36.67
2022,methamphetamine,FI,Kouvola,3.36,2.82,3.18,5.45,10.35,7.83,7.54,4.57,6.7,5.79
2022,methamphetamine,FI,Kuopio,1.33,2.48,2.41,2.34,2.71,1.87,4.4,2.74,2.33,2.51
2022,methamphetamine,FI,Lahti,04.02,04.01,3.9,5.49,5.51,3.87,2.85,3.63,4.69,4.24
2022,methamphetamine,FI,Lappeenranta,11.47,11.99,13,19.78,19.57,19.59,13.71,12.39,17.98,15.59
2022,methamphetamine,FI,Mariehamn,0.2,0.2,1.57,1.5,0.18,0.19,0.2,0.2,0.86,0.58
2022,methamphetamine,FI,Mikkeli,0.74,0.76,0.58,0.1,0.69,0.13,0.12,0.54,0.37,0.45
2022,methamphetamine,FI,Oulu,4.77,04.12,04.05,4.17,5.17,04.04,03.03,3.97,4.36,4.19
2022,methamphetamine,FI,Pietarsaari,0.64,0.11,0.11,0.1,0.12,0.14,0.59,0.45,0.12,0.26
2022,methamphetamine,FI,Pori,2.72,2.82,3.65,2.94,4.72,4.94,5.56,3.7,04.06,3.91
2022,methamphetamine,FI,Rauma,5.73,3.98,4.54,4.28,4.93,5.47,08.03,5.91,4.8,5.28
2022,methamphetamine,FI,Rovaniemi,0.98,01.03,1.37,1.23,1.11,2.18,2.94,1.65,1.47,1.55
2022,methamphetamine,FI,Salo,29.46,33.87,30.74,34.39,27.71,22.33,23.96,29.09,28.79,28.92
2022,methamphetamine,FI,Savonlinna,1.17,1.17,1.46,1.56,1.68,1.25,1.32,1.22,1.49,1.37
2022,methamphetamine,FI,Seinäjoki,04.02,5.25,5.56,3.62,03.06,2.74,2.28,3.85,3.75,3.79
2022,methamphetamine,FI,Tampere,18.13,16.46,24.46,17.9,9.29,5.93,7.49,14.03,14.39,14.24
2022,methamphetamine,FI,Turku,19.46,17.66,17.48,22.59,26.4,23.11,20.64,19.25,22.39,21.05
2022,methamphetamine,FI,Vaasa,0.87,0.91,2.16,1.26,2.16,1.94,4.22,2,1.88,1.93
2022,methamphetamine,FI,Vihti,18.97,21.62,15.43,17.8,13.06,11.67,13.37,17.99,14.49,15.99
2022,methamphetamine,GB,Bristol,,,4.91,4.71,,,,,4.79,4.79
2022,methamphetamine,HR,Zagreb,0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,IS,Reykjavik Klettagarðar,61.69,28.72,35.88,48.49,46.69,39.82,46.04,45.48,42.72,43.9
2022,methamphetamine,IT,Bozen,0.48,0.5,0.48,0.45,0.87,0.48,0.49,0.49,0.57,0.54
2022,methamphetamine,IT,Milan,9.19,10.23,8.84,10.21,9.89,10.18,9.33,9.58,9.78,9.7
2022,methamphetamine,LT,Kaunas,23.02,38.47,26.98,26.97,33.26,31.54,15.59,25.69,29.69,27.98
2022,methamphetamine,LT,Klaipeda,3.41,3.78,3.18,1.38,1.57,2.55,2.26,3.15,2.17,2.59
2022,methamphetamine,LT,Vilnius,8.24,7,6.72,6.22,07.04,7.77,5.66,6.97,6.94,6.95
2022,methamphetamine,LV,Riga,171.46,145.12,163.19,178.36,187.7,183.85,146.1,154.23,178.28,167.97
2022,methamphetamine,NL,Amsterdam,37.88,38.31,39.94,40.86,42.45,38.81,41.48,39.22,40.51,39.96
2022,methamphetamine,NL,Utrecht,5.86,6.13,7.61,9.5,8.62,06.07,4.23,5.41,7.95,6.86
2022,methamphetamine,PL,Krakow P,1.66,3.82,3.32,3.27,3.33,5.12,2.14,2.54,3.76,3.24
2022,methamphetamine,PT,Almada,0.32,0.33,0.64,0.48,1.32,0.72,1.3,0.65,0.79,0.73
2022,methamphetamine,PT,Lisbon,10.9,8.82,11.08,10.34,9.75,9.14,8.45,9.39,10.08,9.78
2022,methamphetamine,PT,Porto,0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,SE,Gävle,7.14,3.84,7.45,8.55,8,8.91,8.47,6.48,8.23,7.48
2022,methamphetamine,SE,Sandviken,,1.73,1.26,1.35,0.65,1.14,1.17,1.45,1.1,1.22
2022,methamphetamine,SE,Växjö,0.12,0.24,0.46,0.23,0.69,0.23,0.24,0.2,0.4,0.31
2022,methamphetamine,SI,Domžale-Kamnik,0.86,01.06,0.33,0.33,0.32,1.22,0.68,0.87,0.55,0.68
2022,methamphetamine,SI,Koper,2.65,4.47,2.19,2.51,4.7,4.46,5.26,4.13,3.46,3.75
2022,methamphetamine,SI,Kranj,0.18,01.08,0.86,1.15,1.12,0.23,0.22,0.49,0.84,0.69
2022,methamphetamine,SI,Ljubljana,8.26,8.58,13.42,13.39,16.15,10.43,9.74,8.86,13.35,11.42
2022,methamphetamine,SI,Maribor,01.01,0.95,0.93,1.1,0.22,0.25,0.25,0.74,0.63,0.67
2022,methamphetamine,SI,Novo mesto,0.58,0.22,0.23,0.45,0.22,0.22,0.21,0.34,0.28,0.3
2022,methamphetamine,SI,Velenje,0,0,0,0,0,0,0,0,0,0
2022,methamphetamine,TR,Adana,38.77,40.43,48.42,51.39,55.33,48.67,40.44,39.88,50.95,46.21
2022,methamphetamine,TR,Istanbul (II-VII),88.65,107.22,73.62,88.99,91.27,102.97,92.12,96,89.21,92.12
2022,MDMA,AT,Graz,8.11,7.52,9.38,18.27,24.97,10.91,7.88,7.84,15.88,12.43
2022,MDMA,AT,Hall-Wattens,3.42,2.44,2.32,9.85,10.91,7.61,3.52,3.13,7.67,5.73
2022,MDMA,AT,Innsbruck,7.15,6.53,8.23,26.56,33.59,16.83,10.22,7.97,21.3,15.59
2022,MDMA,AT,Kapfenberg,3.2,04.07,4.5,5.29,05.05,13.75,3.17,3.48,7.15,5.58
2022,MDMA,AT,Klagenfurt,4.44,4.26,17.25,12.81,15.3,10.55,4.62,4.44,13.98,9.89
2022,MDMA,AT,Knittelfeld,1.93,2.42,2.98,5.32,7.22,5.75,2.92,2.42,5.32,04.08
2022,MDMA,AT,Korneuburg,3.15,01.07,1.52,5.45,3.75,09.08,6.47,3.77,4.95,4.45
2022,MDMA,AT,Kufstein,17.5,18.48,11.15,12.21,37.09,11.94,8.15,14.71,18.1,16.65
2022,MDMA,AT,Purgstall,2.77,2.31,14.35,10.97,4.76,1.57,4.62,3.23,7.91,5.91
2022,MDMA,AT,Region Millstättersee,1.95,1.71,5.12,7.59,5.18,5.59,04.09,2.58,5.87,4.46
2022,MDMA,AT,Salzburg,4.78,4.31,5.11,8,12.52,8.39,4.86,4.65,8.51,6.85
2022,MDMA,AT,Steyr,2.56,1.81,2.2,18.13,12.68,7.85,4.85,03.07,10.21,7.15
2022,MDMA,AT,Strass im Zillertal,7.92,5.99,4.81,11.69,12.83,9.49,9.77,7.89,9.7,8.93
2022,MDMA,AT,Wasserverband Hofsteig,5.15,4.32,7.17,09.08,11.41,05.06,3.88,4.45,8.18,6.58
2022,MDMA,AT,Wien,8.18,8.76,12.61,22.05,43.28,19.78,12.68,9.88,24.43,18.19
2022,MDMA,AT,Wiener Neustadt,5.67,7,4.94,6.82,17.62,11.86,5.87,6.18,10.31,8.54
2022,MDMA,AT,Wildon,4.55,5.29,3.78,05.04,14.93,10.32,5.82,5.22,8.52,7.11
2022,MDMA,BE,Antwerp Zuid,78.36,167.2,90,76.73,146.77,276.68,103.08,116.21,147.54,134.12
2022,MDMA,BE,Brussels,32.72,26.59,27.7,67.28,131.55,53.08,37,32.1,69.9,53.7
2022,MDMA,CH,Basel,10.53,6.56,6.49,54.28,38.15,23.09,12.68,9.92,30.5,21.68
2022,MDMA,CH,Berne,8.86,8.78,6.51,33.36,59.44,19.27,10.81,9.48,29.64,21
2022,MDMA,CH,Geneva,16.26,16.39,21.3,50.42,67.36,24.17,18.04,16.89,40.81,30.56
2022,MDMA,CH,Zurich,25.48,16.92,16.91,59.08,108.19,50.34,17.9,20.1,58.63,42.12
2022,MDMA,CY,Agia Napa,0.63,0.65,0.71,1.66,5.57,3.97,2.83,1.37,2.98,2.29
2022,MDMA,CY,Larnaca,1.55,0.38,0.39,0.4,1.82,02.08,1.32,01.08,1.17,1.13
2022,MDMA,CY,Limassol,1.8,0.44,0.44,5.92,5.36,06.07,1.36,1.2,4.45,03.06
2022,MDMA,CY,Nicosia (2),0.58,0.89,0.57,0.58,0.51,3.21,0.94,0.81,1.22,01.04
2022,MDMA,CY,Paphos,0.38,0.39,0.4,0.4,1.62,0.9,0.4,0.39,0.83,0.64
2022,MDMA,CZ,Brno,05.06,5.64,8.2,5.81,35.43,33.21,22.72,11.14,20.66,16.58
2022,MDMA,CZ,České Budějovice,9.8,4.59,14.01,12.05,20.93,29.92,15.13,9.84,19.23,15.2
2022,MDMA,CZ,Karlovy Vary,7.17,12.25,15.17,18.05,5.43,07.09,5.25,8.22,11.43,10.06
2022,MDMA,CZ,Prague (2),100.71,55.59,24.57,22.38,28.64,39.52,88.67,81.66,28.78,51.44
2022,MDMA,DE,Berlin (4),29.34,18.68,21.77,34.15,98.31,75.8,46.15,31.65,58.46,47.55
2022,MDMA,DE,Chemnitz,1.61,2.23,03.02,7.82,13.93,15.41,,1.92,10.05,7.34
2022,MDMA,DE,Dortmund,6.36,2.26,2.11,17.82,27.94,13.25,,4.31,15.28,11.62
2022,MDMA,DE,Dresden,3.62,5.22,04.04,7.13,17.33,13.19,6.77,5.2,10.42,8.18
2022,MDMA,DE,Dülmen,1,0.98,0.98,6.29,15.09,,01.05,01.01,7.45,4.23
2022,MDMA,DE,Erfurt,5.23,7.79,4.27,14.11,30.84,21.46,10.44,7.82,17.67,13.45
2022,MDMA,DE,Magdeburg,7.11,6.66,5.5,16.87,25.45,19.45,10.24,8,16.82,13.04
2022,MDMA,DE,Munich G,7.62,4.87,7.44,19.86,27.78,9.97,4.65,5.71,16.26,11.74
2022,MDMA,DE,Nuremberg,1.2,01.04,2.99,11.09,18.22,6.91,1.25,1.28,9.8,6.15
2022,MDMA,DE,Saarbrücken (2),7.65,7.21,03.04,14.12,40.15,25.5,11.48,8.78,20.7,15.59
2022,MDMA,DK,Copenhagen,11.02,10.01,15.27,48.16,66.67,38.81,14.69,11.94,42.23,29.25
2022,MDMA,EE,Kohtla-Järve (2),3.14,3.32,2.11,1.52,3.82,5.68,06.01,4.15,3.28,3.66
2022,MDMA,EE,Tallinn,11.74,10.94,20.02,32.52,38.98,33.83,19.56,14.08,31.33,23.94
2022,MDMA,ES,Barcelona,26.86,20.98,24.4,69.71,87.85,49.11,39.77,29.2,57.77,45.53
2022,MDMA,ES,Castellon,12.65,17.74,25.13,14.1,32.28,34.19,27.17,19.19,26.42,23.32
2022,MDMA,ES,Lleida,10.45,5.92,6.31,17.02,45.71,23.81,12.41,9.59,23.21,17.38
2022,MDMA,ES,Santiago,11.37,18.85,38.43,49.6,53.55,27.4,13.71,14.64,42.24,30.41
2022,MDMA,FI,Espoo,4.34,2.92,4.23,13.71,16.33,10.34,6.26,4.5,11.15,8.3
2022,MDMA,FI,Helsinki,9.74,12.07,10.95,26.34,40.01,15.3,9.19,10.33,23.15,17.66
2022,MDMA,FI,Hämeenlinna,0.72,0.77,0.52,3.67,4.83,4.65,3.66,1.72,3.42,2.69
2022,MDMA,FI,Joensuu,1.38,1.41,02.09,3.47,08.06,2.9,3.64,2.14,4.13,3.28
2022,MDMA,FI,Jyväskylä,3.65,2.99,3.87,5.79,8.22,3.53,1.37,2.67,5.35,4.2
2022,MDMA,FI,Kajaani,1.33,0.9,01.05,1.51,0.94,0.51,0.5,0.91,1,0.96
2022,MDMA,FI,Kemi,3.15,02.09,6.73,9.84,20.13,9.72,8.37,4.81,11.6,8.69
2022,MDMA,FI,Kokkola,3.27,2.96,1.73,2.4,2.57,2.78,2.25,2.83,2.37,2.57
2022,MDMA,FI,Kotka,3.43,4.33,3.96,7.89,8.44,7.54,3.36,3.71,6.96,5.57
2022,MDMA,FI,Kouvola,03.02,4.93,3.53,4.99,6.54,3.91,02.06,3.34,4.74,4.14
2022,MDMA,FI,Kuopio,1.14,1.91,4.63,6.25,6.9,2.57,1.22,1.42,05.09,3.52
2022,MDMA,FI,Lahti,4.56,5.88,5.86,9.76,8.1,5.28,3.92,4.79,7.25,6.19
2022,MDMA,FI,Lappeenranta,6.67,6,12.18,20.39,19.88,11.29,7.83,6.83,15.94,12.03
2022,MDMA,FI,Mariehamn,0.4,0.2,2.35,6,05.06,4.23,3.67,1.42,4.41,3.13
2022,MDMA,FI,Mikkeli,0.74,1.51,2.13,4.94,05.03,02.06,1.48,1.24,3.54,2.56
2022,MDMA,FI,Oulu,11.13,7.55,6.33,13.02,14.53,10.69,07.07,8.58,11.14,10.05
2022,MDMA,FI,Pietarsaari,0.43,0.45,0.85,0.62,0.97,0.82,0.59,0.49,0.81,0.68
2022,MDMA,FI,Pori,2.72,2.25,4.49,6.17,04.09,3.3,2.29,2.42,4.51,3.62
