Year,Metabolite,Country,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
2019,methamphetamine,DE,Chemnitz,276.52,258.61,285.26,291.06,282.13,277.79,260.61,265.24,284.06,276
2019,methamphetamine,DE,Dortmund,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,DE,Dresden,151.48,153.56,166.42,221.2,174.67,182.01,148.11,151.05,186.08,171.07
2019,methamphetamine,DE,Dülmen,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,DE,Erfurt,226.64,241.78,254.04,284.38,279.63,249.81,225.99,231.47,266.97,251.75
2019,methamphetamine,DE,Munich G,6.92,6.83,7.33,8.97,9.61,9.12,7.27,07.01,8.76,08.01
2019,methamphetamine,DE,Saarbrücken (2),0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,DK,Copenhagen,19.68,8.81,20.99,21.73,46.89,21.31,26.31,18.27,27.73,23.68
2019,methamphetamine,ES,Barcelona,82.27,96.67,127.05,127.69,130.68,98.03,85.44,88.12,120.86,106.83
2019,methamphetamine,ES,Castellon,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,ES,Madrid VdlV,6.34,8.86,6.3,4.82,4.86,8.28,07.01,7.4,06.06,6.64
2019,methamphetamine,ES,Santiago,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,ES,Valencia (3),9.21,7.96,8.78,6.75,8.54,8.93,6.63,7.93,8.25,8.12
2019,methamphetamine,FI,Espoo,19.64,21.64,25.05,37.83,34.14,26.95,20.15,20.47,30.99,26.49
2019,methamphetamine,FI,Helsinki,29.73,26.74,38.68,42.39,40.3,30.09,24.68,27.05,37.87,33.23
2019,methamphetamine,FI,Tampere,6.9,6.59,5.43,6.69,4.83,6.58,4.42,5.97,5.88,5.92
2019,methamphetamine,FI,Turku,13.51,10.98,10.16,14.47,17.41,12.17,12.1,12.2,13.55,12.97
2019,methamphetamine,FR,Bordeaux I,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,GB,London,62.06,40.33,64.65,59.76,66.2,51.8,58.36,53.58,60.6,57.59
2019,methamphetamine,GR,Athens,6.82,16.45,7.5,09.07,13.75,11.42,14.25,12.51,10.44,11.32
2019,methamphetamine,GR,Eleusis,0.94,0.41,0.82,0.59,0.79,0.96,2.29,1.21,0.79,0.97
2019,methamphetamine,HR,Zagreb,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,IS,Reykjavik Klettagarðar,41.61,35.19,26.76,27.5,28.28,23.57,24.16,33.65,26.53,29.58
2019,methamphetamine,IT,Bozen,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,IT,Milan,17.49,17.27,14.36,15.4,23.32,15.95,27.56,20.77,17.26,18.76
2019,methamphetamine,LT,Kaunas,40.33,34.55,37.47,44.87,40.54,35.18,25.54,33.47,39.51,36.93
2019,methamphetamine,LT,Klaipeda,7.74,6.33,8.59,6.87,11.69,8.92,7.38,7.15,09.02,8.22
2019,methamphetamine,LT,Vilnius,28.8,29.24,41.25,39.04,29.62,26.59,24.4,27.48,34.12,31.28
2019,methamphetamine,LV,Riga,34.47,10.93,31.66,31.26,23.44,42.28,45.89,30.43,32.16,31.42
2019,methamphetamine,NL,Amsterdam,39.04,19.58,24.59,25.98,34.44,29.45,47.37,35.33,28.61,31.49
2019,methamphetamine,NL,Utrecht,13.89,10.7,5.9,6.45,5.26,4.91,14.45,13.01,5.63,8.79
2019,methamphetamine,PL,Krakow P,4.84,2.12,2.16,02.08,2,3.33,2.4,3.12,2.39,2.7
2019,methamphetamine,PT,Almada,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,PT,Lisbon,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,PT,Porto,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,SE,Gävle,2.28,3.2,1.16,2.45,1.22,01.08,01.04,2.17,1.48,1.78
2019,methamphetamine,SE,Stockholm (2),13.98,13.82,12.8,14.66,13.28,12.71,14.78,14.19,13.36,13.72
2019,methamphetamine,SE,Uppsala,1.5,1.73,2.33,2.3,2.11,1.58,1.96,1.73,02.08,1.93
2019,methamphetamine,SI,Domžale-Kamnik,0.28,0.29,0.28,0.28,0.35,0.76,0.29,0.29,0.42,0.36
2019,methamphetamine,SI,Koper,0.69,0.29,0.28,0.28,0.28,01.09,0.36,0.45,0.48,0.47
2019,methamphetamine,SI,Ljubljana,6.24,43.9,38.47,11.5,6.22,4.52,4.94,18.36,15.18,16.54
2019,methamphetamine,SI,Maribor,0.44,0.46,01.09,0.9,1.21,0.55,1.18,0.69,0.94,0.83
2019,methamphetamine,SI,Novo mesto,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,SI,Velenje,0,0,0,0,0,0,0,0,0,0
2019,methamphetamine,TR,Istanbul (II-VII),20.29,16,14.76,13.86,13.99,15.42,19.05,18.45,14.51,16.2
2019,MDMA,AT,Graz,8.88,8.56,8.21,43.72,27.1,14.94,10.28,9.24,23.49,17.39
2019,MDMA,AT,Hall-Wattens,5.5,5.13,3.23,10.94,12.8,13.61,06.07,5.57,10.14,8.18
2019,MDMA,AT,Innsbruck,10.33,15.38,15.22,37.84,47,22.17,16.63,14.11,30.56,23.51
2019,MDMA,AT,Kapfenberg,11.2,10.51,15.47,39.01,35.96,29.3,28.14,16.62,29.93,24.23
2019,MDMA,AT,Mürzzuschlag,03.08,3.58,3.79,11.32,18.39,8.84,4.93,3.86,10.58,7.7
2019,MDMA,AT,Purgstall,1.43,0.41,0.44,0.44,7.1,13.62,7.46,3.1,5.4,4.41
2019,MDMA,AT,Region Millstättersee,4.44,2.9,4.4,7.3,6.87,9.18,4.31,3.88,6.94,5.63
2019,MDMA,AT,Wasserverband Hofsteig,20.11,9.11,6.55,14.68,16.33,9.86,6.69,11.97,11.86,11.91
2019,MDMA,BE,Antwerp Zuid,75.87,123.41,99.54,93.87,162.2,129.63,150.15,116.48,121.31,119.24
2019,MDMA,BE,Boom,24.02,34.22,24.25,30.09,27.44,34.87,55.56,37.94,29.16,32.92
2019,MDMA,BE,Brussels,14.6,12.55,16.69,46.87,51.56,37.24,21.07,16.07,38.09,28.65
2019,MDMA,BE,Koksijde,13.76,8.18,5.67,7.41,24.43,13.38,40.84,20.92,12.72,16.24
2019,MDMA,BE,Oostende,20.26,16.67,18.31,26.6,44.43,19.78,35.69,24.2,27.28,25.96
2019,MDMA,CH,Basel,10.67,9.72,16.1,36.35,41.25,25.92,13.55,11.31,29.9,21.94
2019,MDMA,CH,Berne,9.15,8.33,17.01,23.91,39.43,22.22,10.47,9.32,25.64,18.65
2019,MDMA,CH,Geneva,16.93,17.65,23.48,58.83,,30.87,18.33,17.64,37.73,27.68
2019,MDMA,CH,St. Gallen Hofen,10.3,8.79,14.4,53.69,69.85,29.71,13.54,10.88,41.91,28.61
2019,MDMA,CH,Zurich,18.69,16.98,19.96,53.63,165.25,71.1,30.03,21.9,77.48,53.66
2019,MDMA,CY,Limassol,13.69,9.81,10.04,8.39,7.17,23.2,23.24,15.58,12.2,13.65
2019,MDMA,CZ,Ostrava,18.35,9.11,6.44,27.85,59.62,35.2,19.42,15.63,32.28,25.14
2019,MDMA,CZ,Prague (2),46.37,51.55,69.64,182.72,162.87,85.24,58.06,52,125.12,93.78
2019,MDMA,DE,Chemnitz,1.79,1.78,3.36,7.96,14.12,08.08,4.63,2.73,8.38,5.96
2019,MDMA,DE,Dortmund,7.15,14.38,9.43,31.56,16.84,16.7,11.3,10.94,18.63,15.34
2019,MDMA,DE,Dresden,2.27,3.66,3.4,9.9,21.36,11.44,3.99,3.31,11.52,8
2019,MDMA,DE,Dülmen,1.46,1.48,03.03,27.09,20.39,8.64,03.06,2,14.79,9.31
2019,MDMA,DE,Erfurt,5.76,4,4.15,11.3,22.57,18.35,8.14,5.97,14.09,10.61
2019,MDMA,DE,Munich G,4.62,5.25,15.42,26.42,37.46,22.4,08.02,5.96,25.43,17.09
2019,MDMA,DE,Saarbrücken (2),7.67,7.17,8.55,19.5,30.87,26.59,14.88,9.91,21.38,16.46
2019,MDMA,DK,Copenhagen,10.31,4.99,10.88,36.87,135.42,22.34,37.54,17.61,51.38,36.91
2019,MDMA,ES,Barcelona,27.65,26.26,31.11,67.36,115.28,71,44.65,32.85,71.19,54.76
2019,MDMA,ES,Castellon,6.77,4.89,5.37,6.46,26.09,27.24,9.72,7.13,16.29,12.36
2019,MDMA,ES,Madrid VdlV,05.07,6.6,05.09,4.59,8.51,20.56,13.09,8.25,9.69,09.07
2019,MDMA,ES,Santiago,7.95,7.58,22.56,23.29,23.27,11.87,8.73,08.09,20.25,15.04
2019,MDMA,ES,Valencia (3),25.93,10.78,11.62,5.98,64.65,38.92,20.97,19.23,30.29,25.55
2019,MDMA,FI,Espoo,10.31,10.65,12.49,47.68,46.6,26.92,12.61,11.19,33.42,23.89
2019,MDMA,FI,Helsinki,15.96,15.92,24.26,83.32,101.83,45.18,21.98,17.96,63.65,44.06
2019,MDMA,FI,Tampere,10.4,11.09,10.47,59.73,37.86,22.26,10.91,10.8,32.58,23.25
2019,MDMA,FI,Turku,6,6.21,12.62,33.26,59.35,27.85,59.57,23.92,33.27,29.26
2019,MDMA,FR,Bordeaux I,3.39,20.51,4,30.47,61.13,97.83,40.92,21.61,48.36,36.89
2019,MDMA,FR,Paris Seine Centre,2.23,2.35,13.31,36.16,76.07,45.51,14.38,6.32,42.76,27.14
2019,MDMA,GB,London,30.05,23,39.88,67.16,102.62,52.4,37.56,30.2,65.51,50.38
2019,MDMA,GR,Athens,3.39,6.26,3.33,07.09,10.32,07.03,07.09,5.58,6.94,6.36
2019,MDMA,GR,Eleusis,2.46,0.33,0.8,0.68,0.34,0.35,0.83,1.21,0.54,0.83
2019,MDMA,HR,Zagreb,20.34,12.45,13.39,30.13,43.39,25.43,110.41,47.73,28.08,36.5
2019,MDMA,IS,Reykjavik Klettagarðar,20.88,19.78,29.26,45.83,66.37,43.72,33.67,24.78,46.3,37.07
2019,MDMA,IT,Bozen,1.77,2.12,8.65,6.81,9.73,3.28,1.52,1.8,7.12,4.84
2019,MDMA,IT,Milan,3.45,4.43,3.42,9.28,12.77,7.8,4,3.96,8.32,6.45
2019,MDMA,LT,Kaunas,23.1,15.77,20.04,41.95,52.86,39.97,28.85,22.57,38.71,31.79
2019,MDMA,LT,Klaipeda,34.38,23.07,20.35,55.11,72.51,54.97,41.67,33.04,50.73,43.15
2019,MDMA,LT,Vilnius,18.38,13.88,22.16,87.23,66.6,43.12,26.34,19.53,54.78,39.67
2019,MDMA,LV,Riga,30.35,9.64,15.43,11.31,16.96,44.1,52.17,30.72,21.95,25.71
2019,MDMA,NL,Amsterdam,453.38,91.05,183.09,246.44,429.95,355.18,252.98,265.8,303.66,287.44
2019,MDMA,NL,Eindhoven,105.5,73.01,90.15,125.22,183.46,125.98,134.37,104.29,131.2,119.67
2019,MDMA,NL,Utrecht,74.96,78.65,100.62,202.05,217.42,110.62,119.55,91.06,157.68,129.13
2019,MDMA,PL,Krakow P,11.25,16.76,28.56,45.53,30.7,34.1,20.63,16.22,34.72,26.79
2019,MDMA,PT,Almada,5.15,5.52,6.66,19.87,27.34,18.82,5.92,5.53,18.17,12.75
2019,MDMA,PT,Lisbon,22.19,16.73,17.89,46.38,88.01,73.79,18.73,19.22,56.52,40.53
2019,MDMA,PT,Porto,14.87,15.32,19.17,24.02,31.1,34.94,10.24,13.48,27.31,21.38
2019,MDMA,SE,Gävle,16.7,15.35,9.31,19.59,30.57,15.1,8.81,13.62,18.64,16.49
2019,MDMA,SE,Stockholm (2),20.37,14.18,13.05,26.79,42.46,45.57,30.02,21.52,31.97,27.49
2019,MDMA,SE,Uppsala,13.66,09.06,10.35,14.74,25.32,27.39,20.16,14.29,19.45,17.24
2019,MDMA,SI,Domžale-Kamnik,5.6,3.7,04.03,6.46,16,04.08,6.29,5.2,7.64,6.6
2019,MDMA,SI,Koper,4.6,3.26,2.4,11.78,21.3,20.49,18.48,8.78,13.99,11.76
2019,MDMA,SI,Ljubljana,12.02,11.2,15.98,44.67,52.1,32.58,15.79,13,36.33,26.33
2019,MDMA,SI,Maribor,12.58,11.57,9.48,23.63,40.6,31.88,10.76,11.63,26.4,20.07
2019,MDMA,SI,Novo mesto,2.46,06.01,25.46,15.15,1.93,5.41,4.94,4.47,11.99,8.77
2019,MDMA,SI,Velenje,05.01,8.54,4.51,10.43,20.83,10.36,11.4,8.32,11.53,10.15
2019,MDMA,TR,Adana,18.72,14.64,12.65,7.35,17.51,16.65,14.04,15.8,13.54,14.51
2019,MDMA,TR,Istanbul (II-VII),30.81,26.97,24.66,32.65,45.26,40.77,30.53,29.44,35.83,33.09
2019,cocaine,AT,Graz,124.76,117.22,88.68,334.45,174.45,108.25,131.53,124.5,176.46,154.19
2019,cocaine,AT,Hall-Wattens,173.19,183.09,191.67,246.61,260.68,201.64,159.9,172.06,225.15,202.4
2019,cocaine,AT,Innsbruck,271.62,322.16,334.03,381.92,458.94,264.73,276.39,290.06,359.91,329.97
2019,cocaine,AT,Kapfenberg,60.77,52.48,60.52,89.9,85.24,54.65,49.48,54.24,72.58,64.72
2019,cocaine,AT,Mürzzuschlag,24.21,19.11,17.42,21.65,24.13,31.14,29.54,24.29,23.58,23.89
2019,cocaine,AT,Purgstall,14.09,13.47,51.64,18.03,30.71,14.71,11.56,13.04,28.77,22.03
2019,cocaine,AT,Region Millstättersee,36.65,31.64,62.64,79.96,94.81,49.76,32.86,33.71,71.79,55.47
2019,cocaine,AT,Wasserverband Hofsteig,179.8,190.21,251.5,275.2,281.47,185.13,146.98,172.33,248.33,215.76
2019,cocaine,BE,Antwerp Zuid,786.96,1389.77,977.75,1138.32,2048.63,1006.05,1582.17,1252.96,1292.69,1275.66
2019,cocaine,BE,Boom,348.8,475.3,441.35,452.45,455.97,420.65,831.14,551.75,442.61,489.38
2019,cocaine,BE,Brussels,462.05,383.44,567.22,511.16,415.85,454.74,387.46,410.98,487.24,454.56
2019,cocaine,BE,Koksijde,60.48,72.04,85.71,100.86,179.72,44.98,232.11,121.54,102.82,110.84
2019,cocaine,BE,Oostende,215.6,226.4,210.08,284.83,317.19,185.23,306.31,249.44,249.33,249.38
2019,cocaine,CH,Basel,635.02,758.89,763.36,852.12,786.9,640.81,579.33,657.75,760.8,716.63
2019,cocaine,CH,Berne,441,468.7,556.33,563.44,535.19,439.38,396.93,435.55,523.58,485.85
2019,cocaine,CH,Geneva,622,700.3,781.58,819.72,,534.83,602.91,641.74,712.05,676.89
2019,cocaine,CH,St. Gallen Hofen,754.26,846.22,943.11,1222.28,1203,723.51,676.36,758.95,1022.98,909.82
2019,cocaine,CH,Zurich,771.53,811.58,870.04,1059.27,1074.69,899.95,749.5,777.54,975.99,890.94
2019,cocaine,CY,Limassol,242.5,219.21,247.18,241.47,303,375.57,277.79,246.5,291.8,272.39
2019,cocaine,CZ,Brno,28.18,27.97,36.9,38.46,61.37,63.22,36.18,30.78,49.99,41.76
2019,cocaine,CZ,České Budějovice,14.75,14.86,19.24,17.76,27.46,25.4,16.81,15.47,22.47,19.47
2019,cocaine,CZ,Ostrava,18.24,17.27,17.13,37.3,46.73,36.68,18.51,18.01,34.46,27.41
2019,cocaine,CZ,Prague (2),388.38,422.86,513.32,652.27,586.24,411.76,370.63,393.96,540.9,477.92
2019,cocaine,DE,Chemnitz,5.73,11.38,14.43,25.79,20.08,12.34,03.09,6.73,18.16,13.26
2019,cocaine,DE,Dortmund,308.68,356.67,384.64,494.73,496.03,303.88,278.84,314.73,419.82,374.78
2019,cocaine,DE,Dresden,20.92,20.85,22.78,43.68,43.61,26.05,19.07,20.28,34.03,28.14
2019,cocaine,DE,Dülmen,79.55,63.82,121.08,199.7,176.11,160.27,106.35,83.24,164.29,129.55
2019,cocaine,DE,Erfurt,39.38,36.93,43.57,76.79,75.01,51.97,40.53,38.95,61.83,52.03
2019,cocaine,DE,Munich G,173.06,195.46,236.58,302.07,332.68,229.75,180.26,182.93,275.27,235.7
2019,cocaine,DE,Saarbrücken (2),149.3,176.66,171.07,179.79,202.25,189.09,137.02,154.33,185.55,172.17
2019,cocaine,DK,Copenhagen,387.78,189.6,465.14,704.98,1502.31,447.59,500.57,359.31,780,599.71
2019,cocaine,ES,Barcelona,877.05,667.17,694.4,725.32,678.45,564.18,695.51,746.58,665.59,700.3
2019,cocaine,ES,Castellon,637.95,617.13,585.96,725.74,960.17,888.16,585.73,613.61,790.01,714.41
2019,cocaine,ES,Madrid VdlV,323.25,648.17,431.18,436.67,527.87,701.81,465.03,478.82,524.38,504.86
2019,cocaine,ES,Santiago,466.5,553.56,359.48,691.65,642.97,477.19,312.43,444.17,542.82,500.54
2019,cocaine,ES,Valencia (3),510.69,432.13,369.36,187.16,981.8,685.47,251.57,398.13,555.95,488.31
2019,cocaine,FI,Espoo,30.71,40.03,45.37,68.74,63.39,44.08,34.08,34.94,55.39,46.63
2019,cocaine,FI,Helsinki,55.14,50.3,63.03,117.78,108.88,68.48,53.06,52.83,89.54,73.81
2019,cocaine,FI,Tampere,9.91,8.21,12.83,22.19,15.94,9.78,9.85,9.32,15.19,12.67
2019,cocaine,FI,Turku,7.69,7.68,8.19,15.53,20.17,10.93,7.29,7.55,13.71,11.07
2019,cocaine,FR,Bordeaux I,113.61,258.97,188.99,211.17,299.85,373.52,351.19,241.26,268.38,256.76
2019,cocaine,FR,Paris Seine Centre,209.03,246.05,287.3,329.96,354.32,277.13,210.97,222.02,312.18,273.54
2019,cocaine,GB,London,561.78,380.89,666.73,729.32,874.47,534.02,584.56,509.08,701.13,618.82
2019,cocaine,GR,Athens,17.65,64.74,30.48,70.92,81.53,56.29,69.78,50.73,59.81,55.91
2019,cocaine,GR,Eleusis,27.51,11.34,3.29,13.61,16.83,20.86,21.55,20.13,13.65,16.43
2019,cocaine,HR,Zagreb,338.48,359.67,387.6,517.09,520.7,339.37,305.91,334.69,441.19,395.55
2019,cocaine,IS,Reykjavik Klettagarðar,719.97,723.36,701.59,936.55,932.54,641.26,529.49,657.61,802.98,740.68
2019,cocaine,IT,Bozen,368.97,320.73,597.78,431.33,390.19,281.04,254.46,314.72,425.08,377.79
2019,cocaine,IT,Milan,237.42,225.28,216.79,273.73,247.81,244.65,210.18,224.29,245.75,236.55
2019,cocaine,LT,Kaunas,46.54,41.36,52.14,103.62,94.4,70.9,48.31,45.4,80.26,65.32
2019,cocaine,LT,Klaipeda,81.84,55.58,66.38,113.35,135.25,99.63,68.35,68.59,103.65,88.63
2019,cocaine,LT,Vilnius,46.32,48.98,68.71,129.83,111.09,72.46,51.54,48.95,95.52,75.56
2019,cocaine,LV,Riga,60.57,19.6,53.82,49.84,47.5,91.78,78.26,52.81,60.74,57.34
2019,cocaine,NL,Amsterdam,898.05,687.74,825.14,1039.35,1238.79,1007.32,1206.68,930.82,1027.65,986.15
2019,cocaine,NL,Eindhoven,575.01,427.28,499.02,669.88,637.17,548.37,461.21,487.83,588.61,545.42
2019,cocaine,NL,Utrecht,352.02,524.64,468.04,565.26,518.69,396.36,396.76,424.48,487.09,460.25
2019,cocaine,PL,Krakow P,29.35,42.61,49.54,62.69,43.4,61.17,37.26,36.41,54.2,46.57
2019,cocaine,PT,Almada,138.39,141.95,169.17,190.98,173.21,142.12,181.99,154.11,168.87,162.54
2019,cocaine,PT,Lisbon,409.47,391.02,465.8,528.29,537.5,465.59,375.74,392.08,499.29,453.34
2019,cocaine,PT,Porto,254.53,248.33,233.75,258.91,300.35,381.14,173.43,225.43,293.54,264.35
2019,cocaine,SE,Gävle,73.64,95.32,78.52,121.64,112.49,65.8,51.28,73.41,94.61,85.53
2019,cocaine,SE,Stockholm (2),159.57,161.79,176.28,257.27,288.85,245.52,189.29,170.22,241.98,211.23
2019,cocaine,SE,Uppsala,47.85,49.89,48.4,57.3,83.32,80.48,68.68,55.47,67.37,62.27
2019,cocaine,SI,Domžale-Kamnik,194.88,225,274.22,356.09,372.2,189.53,123.86,181.25,298.01,247.97
2019,cocaine,SI,Koper,447.89,510.01,585.02,697.03,665.4,526.84,716.95,558.28,618.57,592.73
2019,cocaine,SI,Ljubljana,354.93,377.15,407.84,539.82,509.32,453.67,365.26,365.78,477.66,429.71
2019,cocaine,SI,Maribor,207.15,181.38,214.55,299.82,361.19,253.17,145.21,177.91,282.18,237.5
2019,cocaine,SI,Novo mesto,183.06,151.03,274.31,489.14,446,93.06,180.53,171.54,325.63,259.59
2019,cocaine,SI,Velenje,110.27,163.83,112.71,181.96,218.22,122.34,187,153.7,158.81,156.62
2019,cocaine,SK,Bratislava C,50.65,58.73,63.96,102.68,55.13,59.88,98.56,69.31,70.41,69.94
2019,cocaine,SK,Piestany,28.45,27.5,21.61,57.05,53.99,30.03,13.67,23.21,40.67,33.19
2019,cocaine,TR,Adana,4.15,3.43,2.25,2.66,4.17,2.87,2.23,3.27,2.99,3.11
2019,cocaine,TR,Istanbul (II-VII),37.3,31.01,33.75,41.35,40.3,35.18,34.66,34.32,37.65,36.22
2020,methamphetamine,AT,Graz,6.33,6.73,5.85,11.3,8.4,7.32,4.97,06.01,8.22,7.27
2020,methamphetamine,AT,Hall-Wattens,4.89,3.21,3.57,3.79,2.54,7.27,2.47,3.52,4.29,3.96
2020,methamphetamine,AT,Innsbruck,4.99,03.04,4.15,3.11,3.31,3.65,3.23,3.88,3.56,3.69
2020,methamphetamine,AT,Kapfenberg,1.36,2.26,0.45,0.8,0.38,0.74,2,1.87,0.59,1.14
2020,methamphetamine,AT,Kufstein,1.45,0.26,07.01,1.7,1.7,0.41,2.29,1.33,2.71,2.12
2020,methamphetamine,AT,Purgstall,2.26,0.88,0.79,0.72,0.66,2.5,1.43,1.52,1.17,1.32
2020,methamphetamine,AT,Region Millstättersee,05.02,5.93,5.65,4.97,03.01,7,6.76,5.9,5.16,5.48
2020,methamphetamine,AT,Strass im Zillertal,5.96,7.65,7.8,7.16,4.29,6.97,6.83,6.81,6.55,6.67
2020,methamphetamine,AT,Wasserverband Hofsteig,0.62,4.18,0.82,0.52,1.52,2.31,2.63,2.48,1.29,1.8
2020,methamphetamine,BE,Antwerp Zuid,37.71,34.22,34.87,36.92,60.43,29.48,39.42,37.12,40.42,39.01
2020,methamphetamine,BE,Boom,1,01.02,01.01,1.53,1.43,0.78,0.29,0.77,1.19,01.01
2020,methamphetamine,BE,Brussels,11.42,11.09,10.76,13.15,12.65,11.01,9.64,10.72,11.89,11.39
2020,methamphetamine,CH,Berne,29.64,28.22,27.85,31.87,24.95,28.47,29.31,29.06,28.28,28.61
2020,methamphetamine,CH,Geneva,7.3,6.15,6.55,7.92,7.91,9.65,11.79,8.41,08.01,8.18
2020,methamphetamine,CH,St. Gallen Hofen,9.29,8.15,8.36,7.8,,7.66,12.8,10.08,7.94,09.01
2020,methamphetamine,CH,Zurich,58.83,50.74,54.92,64.51,68.03,64.97,60.68,56.75,63.11,60.38
2020,methamphetamine,CY,Limassol,24.33,14.53,17.85,9.77,15.71,16.89,33.29,24.05,15.06,18.91
2020,methamphetamine,CZ,Karlovy Vary,379.93,408.59,440.23,410.87,381.42,348.37,351.86,380.13,395.22,388.75
2020,methamphetamine,CZ,Ostrava,696.2,684.09,638.1,748.51,561.52,680.24,911.91,764.07,657.09,702.94
2020,methamphetamine,CZ,Prague (2),315.99,355.27,305.42,349.54,305.11,326.22,335.93,335.73,321.57,327.64
2020,methamphetamine,DE,Chemnitz,351.61,339.16,337.78,367.91,335.94,313.61,256.68,315.82,338.81,328.95
2020,methamphetamine,DE,Dortmund,0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,DE,Dresden,212.24,159.72,282.11,207.3,163.02,172.42,213.71,195.23,206.21,201.51
2020,methamphetamine,DE,Dülmen,0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,DE,Erfurt,440.02,429.13,,382.98,478.47,442.14,438.96,436.04,434.53,435.28
2020,methamphetamine,DE,Hamburg N,3.58,6.14,,,6.49,,2.64,4.12,6.49,5.68
2020,methamphetamine,DE,Magdeburg,141.05,163.66,128.87,146.18,131.68,146.72,140.31,148.34,138.36,142.63
2020,methamphetamine,DE,Munich G,6.69,,,10.19,7.78,12.74,09.09,7.89,10.24,9.3
2020,methamphetamine,DE,Nuremberg,102.71,114.73,123.19,140.36,143.48,120.24,120.2,112.55,131.82,123.56
2020,methamphetamine,DE,Saarbrücken (2),0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,ES,Castellon,0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,ES,Santiago,0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,FI,Espoo,3.6,4.65,4.73,6.32,6.59,4.78,05.03,4.42,5.6,5.1
2020,methamphetamine,FI,Helsinki,9.26,10.02,8.9,10.71,11.67,10.79,9.52,9.66,10.52,10.15
2020,methamphetamine,FI,Hämeenlinna,2.25,2.33,02.08,2.89,2.34,2.23,3.17,2.58,2.38,2.47
2020,methamphetamine,FI,Joensuu,1.59,1.49,1.72,1.3,1.27,0.93,0.95,1.34,1.31,1.32
2020,methamphetamine,FI,Jyväskylä,3.68,02.03,1.51,1.85,1.17,1.38,1.29,2.33,1.48,1.85
2020,methamphetamine,FI,Kajaani,0.93,1.29,1.31,1.34,0.72,1.25,0.91,01.04,1.15,1.11
2020,methamphetamine,FI,Kemi,0.91,1,0.95,0.92,1.31,0.99,01.08,1,01.04,01.02
2020,methamphetamine,FI,Kokkola,0.85,0.78,0.6,0.68,0.76,0.61,0.69,0.77,0.66,0.71
2020,methamphetamine,FI,Kotka,03.07,2.51,2.24,3.16,3,3.8,2.94,2.84,03.05,2.96
2020,methamphetamine,FI,Kouvola,02.04,2.22,2.22,2.44,2.4,1.78,1.5,1.92,2.21,02.08
2020,methamphetamine,FI,Kuopio,1.69,1.56,1.84,1.76,1.74,1.73,02.06,1.77,1.77,1.77
2020,methamphetamine,FI,Lahti,9.87,12.15,43.88,10.89,7.29,27.43,24.26,15.43,22.37,19.39
2020,methamphetamine,FI,Lappeenranta,0.68,0.77,01.06,0.92,0.56,0.5,0.56,0.67,0.76,0.72
2020,methamphetamine,FI,Mariehamn,0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,FI,Mikkeli,8.34,06.03,6.45,4.5,2.24,3.77,1.59,5.32,4.24,4.7
2020,methamphetamine,FI,Oulu,01.04,0.89,0.97,1.31,1.46,1.56,1.24,01.05,1.33,1.21
2020,methamphetamine,FI,Pietarsaari,0,0,0,0,0,0,0,0,0,0
2020,methamphetamine,FI,Pori,1.39,1.27,1.31,1.62,1.32,1.72,1.78,1.48,1.49,1.49
2020,methamphetamine,FI,Rauma,1.41,2.37,1.65,1.25,1.68,1.35,2.32,02.03,1.48,1.72
2020,methamphetamine,FI,Rovaniemi,1.79,1.71,1.79,02.08,2.29,2.28,1.13,1.54,2.11,1.87
2020,methamphetamine,FI,Salo,5.59,05.09,6.72,8.54,9.69,8.75,7.57,6.35,8.43,7.54
2020,methamphetamine,FI,Savonlinna,2.38,2.84,01.02,0.75,1.17,0.88,0.74,1.99,0.95,1.4
2020,methamphetamine,FI,Seinäjoki,1.94,1.28,1.21,2.61,1.93,1.71,01.04,1.42,1.86,1.67
2020,methamphetamine,FI,Tampere,1.34,1.83,1.63,2.29,1.64,1.37,2.23,1.8,1.73,1.76
2020,methamphetamine,FI,Turku,3.63,3.59,4.53,4.78,4.74,4.44,4.7,3.97,4.62,4.34
2020,methamphetamine,FI,Vaasa,2.41,02.09,2.88,2.58,4.16,03.07,3.49,2.93,3.17,03.07
2020,methamphetamine,FI,Vihti,1.37,2.71,05.01,3.28,2.23,1.88,4.1,2.72,3.1,2.94
