Year;Metabolite;Site ID;Country;City;Wednesday;Thursday;Friday;Saturday;Sunday;Monday;Tuesday;Weekday mean;Weekend mean;Daily mean;Latitude;Longitude;Location;City;Country: City
2024;cocaine;NZ001;NZ;Auckland;82.78;106.03;112.04;176.41;208.03;127.84;90.63;93.15;156.08;129.11;-3.685.091;17.475.761;Auckland Central;Auckland;NZ: Auckland
2024;cocaine;NZ002;NZ;Christchurch;36.64;30. Mrz;147.05;81.09;117.33;58.74;37.58;34.75;101.05;72.64;-4.352.452;17.270.317;Bromley;Christchurch;NZ: Christchurch
2024;cocaine;NZ003;NZ;Queenstown;75.32;77.18;117.71;184.56;229.21;155.97;102.84;85.11;171.86;134.68;-4.500.372;16.875.635;Shotover;Queenstown;NZ: Queenstown
2024;cocaine;NZ004;NZ;Wellington (M1+M2);55.41;30.15;21.48;61.05;48.54;48.46;20.72;35.43;44.88;40.83;-4.129.241;17.477.863;"Wellington metropolitan 1; Wellington metropolitan 2";Wellington (M1+M2);NZ: Wellington (M1+M2)
2024;cocaine;PL003;PL;Krakow P;81.82;90.5;110.33;83.95;121.72;87.43;72.17;81.5;100.86;92.56;50.06;19.94;Krakow Plaszow;Krakow P;PL: Krakow P
2024;cocaine;PT001;PT;Almada;313.61;231.61;375.21;379.4;407.41;423.6;379.4;308.21;396.41;358.61;38.675.187;-9.154.345;Mutela;Almada;PT: Almada
2024;cocaine;PT002;PT;Lisbon;588.62;680.39;693.26;638.62;604.99;527.04;642.62;637.21;615.98;625.08;387.044.907;-91.754.999;AlcÉntara;Lisbon;PT: Lisbon
2024;cocaine;PT003;PT;Porto;254.28;331.23;421.6;443.36;549.45;546.13;362.99;316.17;490.14;415.58;41.157.944;-8.629.105;Porto;Porto;PT: Porto
2024;cocaine;RO001;RO;Bucharest;207.96;165.86;158.37;203.78;272.92;227.48;164.39;179.4;215.64;200.11;444.275;2.610.081;Glina;Bucharest;RO: Bucharest
2024;cocaine;SE002;SE;GÑvle;61.79;54.05;64.37;99.51;120.38;76.09;63.33;59.73;90.09;77.08;60.674.622;1.714.183;Duvbacken ARV;GÑvle;SE: GÑvle
2024;cocaine;SE003;SE;Karlstad;84.51;87.86;94.34;149.86;150.76;89.62;103.4;91.93;121.15;108.62;5.940.122.537;135.112.195;N/A;Karlstad;SE: Karlstad
2024;cocaine;SE005;SE;Stockholm (2);327.13;318.44;355.39;461.75;502.44;378.74;275.75;307.1;424.58;374.23;59.329.323;18.068.581;"Bromma (BIN); Henriksdals reningsverk";Stockholm (2);SE: Stockholm (2)
2024;cocaine;SE009;SE;TrollhÑttan;35.58;38.61;61.28;173.82;211.39;96.89;31.73;35.31;135.85;92.76;5.828.333.667;1.228.669.083;N/A;TrollhÑttan;SE: TrollhÑttan
2024;cocaine;SE012;SE;VÑxjî;60.85;70.41;80.41;100.74;125.84;65.86;73.01;68.09;93.21;82.45;56.858.257;14.761.215;Sundets ARV;VÑxjî;SE: VÑxjî
2024;cocaine;SI001;SI;Dom?ale-Kamnik;249.47;462.63;338.95;401.62;423.36;348.09;300.06;337.39;378.01;360.6;4.613.788;1.459.384;Dom?ale-Kamnik;Dom?ale-Kamnik;SI: Dom?ale-Kamnik
2024;cocaine;SI002;SI;Koper;718.4;669.26;557.55;630.21;813.43;505.15;689.88;692.52;626.59;654.84;45.548.058;13.730.188;Central wastewater treatment plant Koper;Koper;SI: Koper
2024;cocaine;SI003;SI;Kranj;256.88;552.6;437.06;593.53;565.3;367.01;320.53;376.67;490.73;441.84;46.242.834;14.355.542;Central wastewater treatment plant Kranj;Kranj;SI: Kranj
2024;cocaine;SI004;SI;Ljubljana;625.29;612.57;634.86;980.5;710.36;583.65;701.81;646.55;727.34;692.72;46.056.947;14.505.751;Central wastewater treatment plant Ljubljana;Ljubljana;SI: Ljubljana
2024;cocaine;SI005;SI;Maribor;299.59;327.6;305.9;741.25;817.61;366;277.4;301.53;557.69;447.91;4.655.734;1.564.591;Maribor;Maribor;SI: Maribor
2024;cocaine;SI006;SI;Novo mesto;298.04;224.78;361.56;349.69;368.45;378.46;251.24;258.02;364.54;318.89;45.804.211;1.516.969;Wastewater treatment plant Novo mesto;Novo mesto;SI: Novo mesto
2024;cocaine;SI007;SI;Velenje;215.67;197.06;223.97;342.45;352.55;233.23;245.94;219.56;288.05;258.7;46.362.274;15.110.658;Central wastewater treatment plant ?ale?ke Doline (?alek Valley);Velenje;SI: Velenje
2024;cocaine;SK002;SK;Bratislava C;267.39;262.35;284.27;387.2;456.75;320.09;239.5;256.41;362.08;316.79;4.814.925;17.106.991;Central;Bratislava C;SK: Bratislava C
2024;cocaine;SK004;SK;Piestany;39.8;46.92;47.66;51.12;98.73;77.77;59.88;48.86;68.82;60.27;485.918.007;178.019.009;Piestany;Piestany;SK: Piestany
2024;cocaine;TR002;TR;Ankara;Dez 44;14.81;13.56;14.32;14.94;Dez 45;18.14;15.13;13.82;14.38;3.993.436;3.288.606;Tatlar;Ankara;TR: Ankara
2024;cocaine;TR004;TR;Istanbul (II-VII);41.16;37.9;33.49;41.04;54.93;51.58;34.21;37.76;45.26;42.05;41.013;289.748;"ATAKôY; BALTAL?MANI; KADIKôY; KöÄöKÄEKMECE; TUZLA; YEN?KAPI";Istanbul (II-VII);TR: Istanbul (II-VII)
2024;cocaine;US002;US;Seattle;738.83;720.29;752.59;906.01;948.48;808.97;652.47;703.86;854.01;789.66;4.766.191;-12.243.106;Westpoint;Seattle;US: Seattle
