;Year;City;Daily mean;Veränderung (%)
0;2017;Erfurt;267.4;
1;2018;Erfurt;276.37;3.3545250560957474
2;2019;Erfurt;314.39;13.75692007091942
3;2020;Erfurt;519.36;65.1960940233468
4;2021;Erfurt;211.24;-59.32686383240912
5;2022;Erfurt;318.17;50.620147699299366
6;2023;Erfurt;469.7000000000001;47.625483232234366
7;2024;Erfurt;482.16;2.6527570789865784
