Year,Country,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
2022,AT,Steyr,50.89,34.57,45.53,195.29,145.78,56.53,44.05,43.17,110.78,81.8
2022,AT,Strass im Zillertal,124.94,139.15,150.49,184.8,190.99,124.69,129.51,131.2,162.74,149.22
2022,AT,Wasserverband Hofsteig,268.3,242.15,345.38,437.14,409.94,279.13,258.85,256.43,367.9,320.13
2022,AT,Wien,287.63,341.65,396.64,452.43,455.06,360.55,300.1,309.79,416.17,370.58
2022,AT,Wiener Neustadt,154.62,176.96,151.96,214.37,224.99,162.41,142.86,158.15,188.43,175.45
2022,AT,Wildon,135.97,152.3,170.28,218.3,232.13,146.04,116.89,135.05,191.69,167.42
2022,BE,Antwerp Zuid,1582.68,3175.71,2295.28,1767.23,2154.56,3996.27,1697.97,2152.12,2553.33,2381.39
2022,BE,Brussels,931.81,865.82,1189,1159.42,1125.32,828.32,793.93,863.85,1075.51,984.8
2022,CH,Basel,820.86,681.95,839.81,1098.47,972.96,738.54,712.21,738.34,912.44,837.83
2022,CH,Berne,484.77,456.49,687,621.49,627.14,451.72,420.86,454.04,596.84,535.64
2022,CH,Geneva,723.42,697.08,945.89,834.32,987.99,598.32,600.76,673.76,841.63,769.69
2022,CH,Zurich,1025.93,838.18,946.15,1060.7,1237.11,787.1,622.47,828.86,1007.76,931.09
2022,CY,Agia Napa,56.61,9.8,8.89,33.75,61.64,44.32,28.31,31.57,37.15,34.76
2022,CY,Larnaca,36.37,12.26,7,30.78,61.87,36.03,35.09,27.91,33.92,31.34
2022,CY,Limassol,86,54.44,75.31,130.98,144.99,123.08,75.86,72.1,118.59,98.67
2022,CY,Nicosia (2),40.99,42.15,40.67,52.62,56.56,58.95,30.88,38.01,52.2,46.12
2022,CY,Paphos,21.56,25.23,27.74,43.2,49.38,32.84,26.22,24.34,38.29,32.31
2022,CZ,Brno,40.9,66.07,68.98,79.68,155.9,134.78,92.83,66.6,109.84,91.31
2022,CZ,České Budějovice,110.24,45.93,78.43,84.72,131.83,168.65,86.87,81.01,115.91,100.95
2022,CZ,Karlovy Vary,74.16,243.57,138.13,180.48,64.04,59.08,67.55,128.43,110.43,118.14
2022,CZ,Ostrava,51.75,47.87,,89.8,123.32,63.6,53.74,51.12,92.24,71.68
2022,CZ,Prague (2),599.12,414.46,339.52,412.8,445.66,789.69,592.56,535.38,496.92,513.4
2022,DE,Berlin (4),458.07,376.72,543.48,637.67,905.74,472.5,453.45,425.77,620.66,541.34
2022,DE,Chemnitz,14.19,21.38,26.56,34.18,38.73,27.74,,17.78,31.8,27.13
2022,DE,Dortmund,271.86,333.38,420.88,315.29,460.96,295.66,,302.62,373.2,349.67
2022,DE,Dresden,30.07,40.94,48.12,65.76,73.68,43.64,38.92,36.64,57.8,48.73
2022,DE,Dülmen,81.69,68.3,130.14,212.71,211.11,,67.51,72.5,184.65,128.58
2022,DE,Erfurt,47.33,84.58,53.12,130.48,120.26,66.56,45.81,59.24,92.61,78.31
2022,DE,Magdeburg,135.5,196.46,171.62,243.12,269.12,222.38,184.02,171.99,226.56,203.17
2022,DE,Munich G,192.66,218.42,223.31,322.38,300.13,221.37,176.62,195.9,266.8,236.41
2022,DE,Nuremberg,45.93,49.76,63.98,82.48,90.43,55.77,44.63,46.77,73.17,61.86
2022,DE,Saarbrücken (2),208.82,171.56,145.06,188.92,235.96,223.91,195.46,191.95,198.46,195.67
2022,DK,Copenhagen,438.92,405,726.99,1029.23,884.93,607.44,438.94,427.62,812.15,647.35
2022,EE,Kohtla-Järve (2),17.34,24.2,22.38,18.46,36.97,64.7,48.21,29.92,35.63,33.18
2022,EE,Tallinn,155.29,164.95,244.57,206.86,247.84,218.26,175.03,165.09,229.38,201.83
2022,ES,Barcelona,339.39,444.52,715.78,896.36,951.39,485.46,522.94,435.62,762.25,622.26
2022,ES,Castellon,484.1,487.5,540.33,662.1,606.57,632.88,466.59,479.4,610.47,554.3
2022,ES,Lleida,734.72,572.62,570.88,1061.06,985.27,820.69,571.53,626.29,859.47,759.54
2022,ES,Santiago,332.56,425.32,496.03,828.98,676.23,404.02,372.56,376.81,601.31,505.1
2022,ES,Tarragona,1326.76,1500.66,1733.88,1936.34,1929.49,1557.14,1289.56,1372.33,1789.21,1610.55
2022,ES,Valencia (3),617.91,576.09,458.54,699.41,899.52,811.08,1006.27,733.42,717.14,724.12
2022,FI,Espoo,49.13,53.35,55.04,100.74,109,64.13,45.05,49.18,82.23,68.06
2022,FI,Helsinki,77.9,83.77,95.95,173.47,202.3,114.49,84.67,82.11,146.55,118.93
2022,FI,Hämeenlinna,2.9,02.06,3.14,10.43,18.7,14.26,4.99,3.31,11.63,08.07
2022,FI,Joensuu,3.15,1.62,2.72,6.94,13.13,7.25,06.07,3.61,7.51,5.84
2022,FI,Jyväskylä,4.34,4.6,5.69,11.59,11.85,3.53,3.57,4.17,8.16,6.45
2022,FI,Kajaani,0.11,0.23,1.9,01.08,0.23,0.13,0.5,0.28,0.83,0.6
2022,FI,Kemi,0.1,0.1,0.1,0.1,0.1,0.11,0.21,0.14,0.1,0.12
2022,FI,Kokkola,0.75,0.54,0.49,0.6,0.64,0.7,1.93,01.07,0.61,0.81
2022,FI,Kotka,11.59,15.16,25.94,27.62,30.38,19.48,31.61,19.45,25.86,23.11
2022,FI,Kouvola,8.39,9.86,7.42,12.71,8.17,3.91,6.85,8.37,08.05,8.19
2022,FI,Kuopio,8.75,5.16,12.97,21.48,49.56,25.97,18.82,10.91,27.49,20.39
2022,FI,Lahti,44.52,59.89,49.92,88.41,99.48,45.41,37.07,47.16,70.81,60.67
2022,FI,Lappeenranta,0.8,8.72,7.85,20.99,22.99,10.29,6.85,5.46,15.53,11.21
2022,FI,Mariehamn,06.03,24.36,20.4,33.73,46.6,17.3,9.37,13.25,29.51,22.54
2022,FI,Mikkeli,0.93,0.76,0.58,03.09,3.89,1.29,0.49,0.73,2.21,1.57
2022,FI,Oulu,7.95,4.29,4.57,6.94,9.95,09.08,7.67,6.64,7.64,7.21
2022,FI,Pietarsaari,0.64,0.9,0.43,0.62,1.22,0.82,0.15,0.56,0.77,0.68
2022,FI,Pori,04.08,3.66,4.77,5.88,12.58,9.56,5.89,4.55,8.2,6.63
2022,FI,Rauma,1.91,1.59,4.95,12.44,12.32,7.29,2.84,2.11,9.25,6.19
2022,FI,Rovaniemi,1.37,03.09,1.96,0.82,8.19,6.97,1.89,2.12,4.49,3.47
2022,FI,Salo,7.83,16.07,7.21,23.73,17.05,37.57,36.98,20.29,21.39,20.92
2022,FI,Savonlinna,0.93,0.7,1.71,2.33,0.84,1.25,5.93,2.52,1.53,1.96
2022,FI,Seinäjoki,1.86,3.61,5.23,4.61,6.88,3.2,2.74,2.74,4.98,04.02
2022,FI,Tampere,13.6,10.73,14.39,26.47,11.62,05.08,10.58,11.64,14.39,13.21
2022,FI,Turku,11.03,10.73,14.12,21.87,37.77,20.12,12.39,11.38,23.47,18.29
2022,FI,Vaasa,2.31,03.03,1.54,1.26,01.08,1.94,1.54,2.29,1.46,1.81
2022,FI,Vihti,40.78,27.75,23.24,46.79,37.83,33.67,13.89,27.47,35.38,31.99
2022,GR,Athens,111.44,105.44,97.3,104.07,115.96,101.36,92.39,103.09,104.67,103.99
2022,HR,Zagreb,371.77,220.37,773.52,429.91,352.44,362.46,297.86,296.66,479.58,401.19
2022,IS,Reykjavik Klettagarðar,346.74,382.57,513.3,743.21,670.57,486.21,518.31,415.87,603.32,522.99
2022,IT,Bozen,340.95,366.72,351.69,419.9,421.86,316.69,350.28,352.65,377.53,366.87
2022,IT,Milan,337.4,391.13,373.17,493.23,449.7,352.84,333.27,353.93,417.23,390.11
2022,LT,Kaunas,91.84,104.64,126.56,194.47,234.4,154.06,119.11,105.2,177.37,146.44
2022,LT,Klaipeda,51.66,56.85,69.85,53.58,92.47,111.96,64.32,57.61,81.96,71.53
2022,LT,Vilnius,96.22,92.6,104.33,192.59,190.16,115.78,74.44,87.75,150.71,123.73
2022,LV,Riga,168.11,150.96,170.89,252.04,317.95,227.4,123.93,147.66,242.07,201.61
2022,NL,Amsterdam,951.06,938.94,1089.47,1237.75,1512.58,1266.58,1000.6,963.53,1276.6,1142.43
2022,NL,Eindhoven,621.21,635.42,706.88,829.28,857.69,721.38,623.84,626.82,778.81,713.67
2022,NL,Utrecht,532.6,575.78,705.45,794.5,777.43,621.46,554.15,554.18,724.71,651.63
2022,PL,Krakow P,58.58,92.24,80.41,104.29,98.69,77.54,63.25,71.36,90.23,82.14
2022,PT,Almada,380.7,613.87,311.99,670.07,600.05,425.78,309.79,434.78,501.97,473.18
2022,PT,Lisbon,739.2,647.58,707.2,776.59,1000.44,692.84,559.8,648.86,794.27,731.95
2022,PT,Porto,291.59,232.61,210.53,268.99,336.11,293.2,227.95,250.72,277.21,265.85
2022,SE,Gävle,79.96,69.51,96.31,196.21,208.07,99.46,98.11,82.53,150.01,121.09
2022,SE,Sandviken,,107.07,81,115.16,160.24,100.03,74.87,90.97,114.11,106.4
2022,SE,Växjö,39.78,37.46,49.15,116.71,104.12,51.08,21.12,32.79,80.27,59.92
2022,SI,Domžale-Kamnik,258.57,247.69,219.75,255.51,285.18,286.31,202.73,236.33,261.69,250.82
2022,SI,Koper,285.17,346.93,333.37,473.75,277.37,339.05,378.89,337,355.89,347.79
2022,SI,Kranj,174.46,170.4,168.56,295.57,222.32,145.37,139.3,161.39,207.95,188
2022,SI,Ljubljana,404.06,459.39,466.19,543.26,548.49,375.5,469.22,444.22,483.36,466.59
2022,SI,Maribor,189.34,209.27,210.77,337.19,319.44,226.8,190.5,196.37,273.55,240.47
2022,SI,Novo mesto,207.62,198.14,253.24,397.89,367.22,222.32,181.49,195.75,310.17,261.13
2022,SI,Velenje,212.85,175.7,229.74,271.8,189.12,171.8,156.33,181.63,215.62,201.05
2022,SK,Bratislava C,139.59,243.01,321.09,335.82,204.17,176.02,165.92,182.84,259.27,226.52
2022,SK,Piestany,32.24,27.96,7.85,86.45,70.9,38.48,25.43,28.54,50.92,41.33
2022,TR,Adana,7.28,08.01,08.05,10.42,13.22,10.65,5.96,07.08,10.59,09.09
2022,TR,Istanbul (II-VII),53.01,64.41,43.95,65.84,62.64,66.53,57.28,58.23,59.74,59.09
2023,AT,Graz,196.33,199.25,237.64,394.13,373.67,300.54,247.33,214.3,326.49,278.41
2023,AT,Hall-Wattens,299.03,340.63,319.73,403.8,428.07,249.69,267.15,302.27,350.32,329.73
2023,AT,Innsbruck,386.89,384.21,396.71,557.03,562.98,368.84,307.07,359.39,471.39,423.39
2023,AT,Kapfenberg,126.55,101.68,137.39,213.63,223.02,132.71,124.54,117.59,176.68,151.36
2023,AT,Klagenfurt,201.74,186.21,127.93,210.31,225.55,192.14,181.18,189.71,188.98,189.29
2023,AT,Knittelfeld,101.32,143.5,141.54,176.1,76.57,100.56,83.12,109.31,123.69,117.53
2023,AT,Kufstein,543.79,527.62,519.23,738.85,773.21,514.01,507.09,526.17,636.32,589.11
2023,AT,Purgstall,14.64,23.35,22.21,22.43,27.94,41.58,22.09,20.02,28.54,24.89
2023,AT,Region Millstättersee,225.76,383.39,151.96,138.08,207.4,268.03,139.36,249.5,191.37,216.28
2023,AT,Salzburg,196.07,226.51,282.74,330.02,336.57,210.88,193.99,205.52,290.05,253.83
2023,AT,Steyr,84.43,99.68,134.94,168.08,167.7,156.19,113.28,99.13,156.73,132.04
2023,AT,Strass im Zillertal,184.34,208.11,210.99,258.31,268.52,231.89,198.88,197.11,242.43,223.01
2023,AT,Wasserverband Hofsteig,205.68,243.63,282.53,362.19,348.14,210.8,244.41,231.24,300.91,271.05
2023,AT,Wien,387.02,408.61,450.67,569.4,544.88,361.22,377.41,391.01,481.54,442.74
2023,AT,Wiener Neustadt,198.7,208.99,260.3,279.29,420.95,296.24,213.41,207.03,314.19,268.27
2023,AT,Wildon,116.14,144.91,167.1,241.32,252.39,233.78,166.58,142.54,223.65,188.89
2023,AU,Australia (55 sites),90.12,62.95,85.08,120.71,161.16,118.65,78.92,77.33,121.4,102.51
2023,BE,Antwerp Zuid,1440.74,1846.29,1361.79,1905.41,2041.6,1946.01,1509.18,1598.74,1813.7,1721.58
2023,BE,Brussels,661.41,541.21,689.76,576.03,315.9,705.21,698.02,633.55,571.72,598.22
2023,BR,Belo Horizonte (2),809.45,832.12,788.15,1260.01,866.18,961.02,885.6,842.39,968.84,914.65
2023,BR,Brasilia (I-VII),524.23,602.91,513.76,722.14,848,750.38,555.22,560.79,708.57,645.23
2023,BR,Curitiba (2),792.74,772.45,859,1066.44,982.22,870.87,710.74,758.64,944.63,864.92
2023,BR,Natal,185.36,229.58,217.8,305.9,248.97,215.67,164.91,193.28,247.09,224.03
2023,BR,Recife,92.74,123.53,201.16,363.49,414.23,108.22,29.71,81.99,271.78,190.44
2023,BR,Sarandi,,613.01,,733.02,870.49,922.01,549.37,581.19,841.84,737.58
2023,BR,Serraria,,,699.43,828.79,1006.21,1010.39,887.82,887.82,886.21,886.53
2023,BR,São Carlos,939.58,575.24,730.79,170.74,651.35,320.44,597.42,704.08,468.33,569.37
2023,BR,São Paulo (I-V),458.97,490.97,462.87,585.93,527.26,459.42,357.11,435.68,508.87,477.5
2023,CH,Basel,499.1,497.48,674.61,561.47,733.97,417.62,535.58,510.72,596.92,559.98
2023,CH,Berne,618.53,676.42,762.37,690.41,630.85,500.12,540.85,611.94,645.94,631.37
2023,CH,Geneva,790.08,769.5,819.56,960.25,959.09,686.88,704.86,754.82,856.45,812.89
2023,CH,Zurich,949.4,871.14,971.71,1115.42,1447.64,875.21,927.72,916.09,1102.5,1022.61
2023,CL,Concepción,157.07,161.12,187.3,216.6,218.9,173.95,179.01,165.73,199.19,184.85
2023,CL,Lebu,176.29,148.46,222.76,249.17,251.56,231.43,218.44,181.06,238.73,214.01
2023,CL,Los Angeles,187.2,176.24,242.22,211.64,225.04,182.49,239.92,201.12,215.35,209.25
2023,CY,Agia Napa,49.84,50.84,77.54,141.43,144.67,26.61,38.19,46.29,97.56,75.59
2023,CY,Larnaca,6.15,4.15,44.64,41.8,51.84,46.43,11.61,7.3,46.18,29.52
2023,CY,Limassol,70.02,89.14,130.27,130.2,136.9,110.22,72.01,77.05,126.9,105.54
2023,CY,Nicosia (2),87.16,72.33,28.83,47.41,95.37,71.65,54.13,71.21,60.81,65.27
2023,CY,Paphos,32.67,33.88,39.27,41.15,33.82,41.3,26.14,30.9,38.89,35.46
2023,CZ,Brno,80.97,87.54,106.61,114.88,73.24,151.65,194.35,120.95,111.6,115.61
2023,CZ,České Budějovice,88.21,96.82,114.66,80.2,204.51,186.89,129.79,104.94,146.56,128.73
2023,CZ,Karlovy Vary,126.53,130.61,175.43,176.85,108.07,103.57,95.48,117.54,140.98,130.93
2023,CZ,Ostrava,73.98,72.59,80.01,153.81,127.59,108.89,76.89,74.49,117.58,99.11
2023,CZ,Plzeň,107.25,132.8,82.61,185.78,241.51,218.77,167.42,135.82,182.17,162.31
2023,DE,Chemnitz,44.54,49.59,57.76,72.94,88.58,42.01,48.89,47.67,65.32,57.76
2023,DE,Dortmund,449.54,451.48,436.41,593.38,677.63,687.12,538.01,479.68,598.63,547.65
2023,DE,Dresden,66.39,65.2,79.93,118.7,109.08,80.58,77.41,69.67,97.07,85.33
2023,DE,Erfurt,99.11,80.6,100.49,154.1,195.71,119.84,90.41,90.04,142.54,120.04
2023,DE,Magdeburg,205.52,203.71,217.26,298.89,330.7,210.11,171.37,193.53,264.24,233.94
2023,DE,Munich G,202.88,180.48,237.97,392.03,426.35,383.92,286.56,223.31,360.07,301.46
2023,DE,Nuremberg,76.04,73.52,84.55,159.19,148.37,106.76,77.47,75.68,124.72,103.7
2023,DE,Saarbrücken (2),227.85,231.07,227.84,263.29,289.36,230.6,244.36,234.43,252.77,244.91
2023,EE,Tallinn,251.68,245.61,134.18,574.01,302.22,278.97,193.04,230.11,322.35,282.82
2023,EE,Tartu,119.72,111.72,152.78,353.98,267.33,137.29,105.41,112.28,227.85,178.32
2023,ES,Barcelona,557.66,749.62,518.76,571.81,622.14,527.61,788.69,698.66,560.08,619.47
2023,ES,Castellon,541.35,479.78,565.77,691.63,346.32,257.78,234.05,418.4,465.38,445.24
2023,ES,Granada,764.82,882.38,1050.17,1385.26,1277.23,971.13,888.11,845.1,1170.95,1031.3
2023,ES,Lleida,689.48,837.47,1003.99,889.63,966.05,864.39,904.88,810.61,931.01,879.41
2023,ES,Santiago,585.37,652.91,620.71,652.1,878.12,509.23,493.59,577.29,665.04,627.43
2023,ES,Tarragona,1228.33,1319.16,359.09,1452.82,1802.68,1711.9,2373.36,1640.28,1331.63,1463.91
2023,ES,Valencia (3),550.1,536.92,520.94,783.14,,,583.71,555.2,695.74,615.43
2023,FI,Espoo,78.23,124.65,123.01,195.53,204.67,131.39,87.23,96.7,163.65,134.96
2023,FI,Helsinki,178.04,209.59,226.49,357.56,365.09,237.78,180.52,189.38,296.73,250.72
2023,FI,Tampere,27.21,32.99,43.78,112.2,46.58,41.01,28.24,29.48,60.89,47.43
2023,FI,Turku,46.18,44.33,53.91,72.05,92.27,58.67,48.82,46.44,69.23,59.46
2023,FR,Paris Seine Centre,483.75,492.94,510.01,818.43,1194.67,390.12,425.47,467.38,728.31,616.48
2023,GB,Bristol,,,395.13,524.87,318.39,483.51,479.31,479.31,440.32,445.89
2023,GR,Athens,149.21,135.2,128.15,126.44,139.79,127.8,127.13,137.18,130.54,133.39
2023,H,Debrecen,24.95,23.53,32.99,27.07,21.51,21.72,20.49,22.99,25.82,24.61
2023,HR,Zagreb,451.22,447.98,469.48,509.72,667.6,998.31,431.36,443.52,661.28,567.95
2023,IS,Reykjavik Klettagarðar,556.6,584.81,686.51,811.46,735.53,585.03,509.2,550.2,704.63,638.45
2023,IT,Bozen,393.9,406.37,417.06,554.07,525.36,448.94,384.83,395.03,486.36,447.22
2023,IT,Milan,382.39,337.4,408.11,404.53,397.56,327.52,326.77,348.85,384.43,369.18
2023,KR,Seoul,0,0,0,0,0,0,0,0,0,0
2023,LT,Kaunas,144.22,147.8,149.6,273.39,301.4,231.24,148.12,146.71,238.91,199.4
2023,LT,Klaipeda,78.07,74.81,71.75,78.3,114.47,127.93,99.72,84.2,98.11,92.15
2023,LT,Vilnius,101.19,104.31,119.18,94.93,198.82,141.24,108.54,104.68,138.54,124.03
2023,LU,Boevange,103.77,101.77,123.85,140.51,,,129.64,111.73,132.18,119.91
2023,LU,Mamer,306.68,330.56,226.85,249.21,200.17,219.59,269.02,302.08,223.96,257.44
2023,LU,Mersch,269.2,251.45,163.17,346.02,330.13,331.2,299.62,273.42,292.63,284.4
2023,LV,Riga,177.68,155.79,213.26,287.43,384.03,201.35,202.53,178.67,271.52,231.72
2023,NL,Amsterdam,895.37,976.88,1083.85,1483.22,1562.03,1512.95,955.46,942.57,1410.51,1209.96
2023,NL,Eindhoven,810.48,687.72,660.5,824.09,1011.24,631.27,737.45,745.22,781.78,766.11
2023,NL,Leeuwarden,937.9,1166.8,1376.03,1309.37,1601.92,1086.28,862.25,988.98,1343.4,1191.51
2023,NL,Rotterdam (2),1105.91,1051.31,1093.07,1113.06,1409.49,955.54,890.67,1015.96,1142.79,1088.44
2023,NL,Utrecht,729.01,728.88,660.57,801.83,966.93,649.83,604.82,687.57,769.79,734.55
2023,NZ,Auckland,31.79,,53.26,67.04,84.41,51.64,,31.79,64.09,57.63
2023,NZ,Christchurch,7.64,6.93,11.61,24.22,29.98,11.73,11.81,8.79,19.38,14.84
2023,NZ,Queenstown,45.71,48.78,42.28,40.37,29.53,26.52,43.61,46.03,34.68,39.54
2023,NZ,Wellington (M1+M2),6.42,9.23,12.4,23.17,21.17,09.04,6.73,7.46,16.44,12.6
2023,PL,Krakow P,71.35,64.25,85.52,117.91,64.64,29.51,59.27,64.96,74.4,70.35
2023,PT,Porto,512.47,810.99,250.5,225.17,728.37,634.43,425.79,583.08,459.62,512.53
2023,RO,Bucharest,151.82,158.99,160.9,178.11,173.33,221.51,184.04,164.95,183.46,175.53
2023,SE,Gävle,68.05,77.12,78.86,187.54,138.51,133.48,93.97,79.72,134.6,111.08
2023,SE,Uppsala,51.05,56.69,68.37,63.3,114.5,69.4,56.52,54.75,78.89,68.55
2023,SE,Växjö,104.97,85.91,121.94,192.99,241.84,137.58,98.76,96.55,173.59,140.57
2023,SI,Domžale-Kamnik,309.34,368.27,382.89,412.65,373.07,247.8,355.15,344.25,354.1,349.88
2023,SI,Koper,636.07,399.9,535.75,496.82,452.46,360.21,595.19,543.72,461.31,496.63
2023,SI,Kranj,296.33,277.41,317.28,409.31,271.54,387.98,277.92,283.89,346.53,319.68
2023,SI,Ljubljana,518.68,563.32,562.54,644.19,570.77,475.05,548.57,543.52,563.14,554.73
2023,SI,Maribor,322.37,356.42,354.27,502.11,557.08,368.63,303.32,327.37,445.52,394.89
2023,SI,Novo mesto,255.46,278.82,297.87,378.53,391.12,288.01,231.65,255.31,338.88,303.06
2023,SI,Velenje,425.94,305.83,283.63,614.24,364.12,310.03,328.99,353.59,393.01,376.11
2023,SK,Bratislava C,115.87,130.76,216.35,235.22,284.96,223.18,156.67,134.43,239.93,194.71
2023,SK,Piestany,27.17,26.67,57.08,45.8,46.42,23.91,23.33,25.73,43.3,35.77
2023,TR,Ankara,11.65,12.01,8.6,10.06,11.04,8.78,12.1,11.92,9.62,10.61
2023,US,Seattle,586.4,480.69,666.34,821.45,511.38,602.71,860.26,642.45,650.47,647.03
2024,AT,Graz,262.48,436.75,393.81,506.33,385.34,154.01,191.25,296.83,359.87,332.85
2024,AT,Hall-Wattens,351.33,338.08,365.19,569.27,389,374.64,199.22,296.21,424.53,369.53
2024,AT,Innsbruck,404.95,534.62,484.66,685.12,618.32,471.72,459.93,466.5,564.96,522.76
2024,AT,Kapfenberg,152.07,160.89,169.75,195.53,205.85,128.01,153.8,155.59,174.78,166.56
2024,AT,Klagenfurt,283.45,260.79,368.22,391.6,335.03,273.05,267.09,270.44,341.97,311.32
2024,AT,Knittelfeld,129.4,174.09,187.57,208.13,150.22,168.79,128.34,143.94,178.68,163.79
2024,AT,Kufstein,496.86,598.06,680.88,710.76,803.2,468.69,732.17,609.03,665.88,641.52
2024,AT,Purgstall,45.24,43.06,43.25,62.04,103.66,113.94,53.59,47.3,80.72,66.4
2024,AT,Region Millstättersee,101.72,120.05,145.09,193.01,246.35,167.65,230.14,150.64,188.02,172
2024,AT,Ried im Innkreis,51.78,80.24,113.32,198.13,73.87,77.55,76.83,69.62,115.72,95.96
2024,AT,Salzburg,245.27,270.55,288.61,327.49,344.37,250.98,232.02,249.28,302.86,279.9
2024,AT,Steyr,82.81,102.35,107.38,342.8,226.5,122.56,63.85,83,199.81,149.75
2024,AT,Strass im Zillertal,189.83,225.85,208.53,241.62,295.52,237.98,213.29,209.66,245.91,230.38
2024,AT,Wasserverband Hofsteig,287.74,257.25,273.61,541.88,445.79,308.58,279.13,274.71,392.47,342
2024,AT,Wien,547.23,393.48,436.94,676.2,452.11,228.03,373.64,438.12,448.32,443.95
2024,AT,Wiener Neustadt,236.42,294.88,283.93,255.89,337.45,297.47,234.62,255.31,293.68,277.24
2024,AT,Wildon,101.28,98.14,131.54,177.24,246.07,239.6,165.17,121.53,198.61,165.58
2024,AU,Australia (59 sites),198.99,208.7,156.31,210.65,398.11,455.68,248.87,218.85,305.19,268.19
2024,BE,Antwerp Zuid,1744.35,2176.28,2478.85,2739.28,1648.74,1778.56,1412.75,1777.8,2161.36,1996.98
2024,BE,Brussels,837.34,1073.23,1067.19,1650.68,1423.61,1310.94,941.4,950.66,1363.1,1186.34
2024,BR,Belo Horizonte (2),1340.74,1461.1,4751.5,1843.81,2378.54,1807.21,1305.91,1375.18,2695.26,2189.65
2024,BR,Brasilia (I-VII),786.13,772.9,789.55,1033.42,1041.7,859.61,831.6,796.87,931.07,873.56
2024,BR,Curitiba (2),1315.76,920.07,822.03,746.61,1140.48,924.73,1214.43,1150.09,908.46,1012.02
2024,BR,Fortaleza,916.49,948.64,857.82,1039.69,1151.82,742.77,546.53,803.89,948.03,886.25
2024,BR,Goiânia,267.51,355.79,597.5,550.32,597.15,364.05,665.39,429.57,527.25,485.39
2024,BR,Natal,1973.42,1545.51,2130.84,1936.95,1633.71,2595.83,2220.82,1913.25,2074.33,2005.3
2024,BR,Niterói (2),522.33,502.66,567.92,662,517.96,520.61,446.72,495.1,567.13,537.98
2024,BR,Porto Alegre (2 - 2024),1170.42,990.45,528.45,1011.06,1462.41,1311.38,1022.99,1066.47,1078.33,1073.45
2024,BR,Recife,234.8,172.41,213.01,150.06,256.57,157.59,217.06,208.09,194.31,200.22
2024,BR,Serraria,1222.57,990.45,510.51,1060.32,1643.05,1477.16,1118.81,1110.61,1172.76,1146.12
2024,BR,São Luis,96,106.55,141.42,107.74,120.32,93.78,92.59,98.38,115.82,108.34
2024,BR,São Paulo (I-V),528.09,498.43,584.78,675.49,965.54,684.65,593.87,540.13,727.61,647.27
2024,CA,Kitchener,1148.6,1275.8,1318.68,1553.77,1760.93,1630.14,1743.16,1389.19,1565.88,1490.15
2024,CA,Montreal,22.3,22.27,11.85,15.33,15.66,12.42,6.43,17,13.82,15.18
2024,CH,Basel,481.33,587.09,715.32,615.34,724.16,331.48,531.67,533.36,596.57,569.48
2024,CH,Berne,754.33,597.49,787.64,624.31,829.19,438.2,594.26,648.69,669.83,660.77
2024,CH,Geneva,928.81,815.75,1010.39,1064.89,1060.63,772.16,772.26,838.94,977.02,917.84
2024,CH,Zurich,1145.66,890.23,1193.53,1163.06,1372.65,1034.94,804.63,946.84,1191.05,1086.39
2024,CL,Concepción,1520.96,1437.93,2689.69,2104.54,2042.78,926.81,1240.14,1399.68,1940.95,1708.98
2024,CL,Lebu,3044.25,2960.77,4596.31,4538.97,2135.87,2010.15,2484.43,2829.82,3320.32,3110.11
2024,CL,Los Angeles,2659.02,3327.62,1518.1,3268.87,1659.02,,2636.87,2987.78,2148.66,2628.16
2024,CY,Agia Napa,34.71,32.48,41.59,72.12,102.45,22.56,19.24,28.81,59.68,46.45
2024,CY,Larnaca,48.04,32.54,35.06,17.36,73.08,29.57,35.88,38.82,38.77,38.79
2024,CY,Limassol,82.56,48.91,170.74,85.37,142.18,85.08,66.47,65.98,120.84,97.33
2024,CY,Nicosia (2),46.28,24.07,39.54,65.56,61.07,23.56,44.7,38.35,47.43,43.54
2024,CY,Paphos,15.34,22.95,80.56,47.36,79.35,14.77,27.93,22.07,55.51,41.18
2024,CZ,Brno,125.31,138,135.97,265.08,255.65,270.22,163.49,142.27,231.73,193.39
2024,CZ,České Budějovice,170.16,279.22,179.5,188.66,298.09,283.64,155.65,201.68,237.47,222.13
2024,CZ,Karlovy Vary,84.43,87.61,105.32,129.95,139.63,112.88,62.6,78.21,121.95,103.2
2024,CZ,Ostrava,87.97,86.72,103.08,181.02,185.18,108.93,81.68,85.46,144.55,119.23
2024,CZ,Plzeň,155.68,154.77,229.97,279.97,271.35,169.92,139.03,149.82,237.8,200.1
2024,CZ,Prague (2),385.12,452.78,454.74,825.39,580.96,428.38,384.68,407.53,572.37,501.72
2024,CZ,Ústí nad Labem,58.24,78.49,94.23,101.97,97.67,63.49,58.55,65.09,89.34,78.95
2024,DE,Chemnitz,43.23,51.46,78.6,67.7,77,51.16,33.25,42.64,68.61,57.48
2024,DE,Dortmund,408.05,541.82,480.56,574.62,525.97,406.17,428.16,459.34,496.83,480.76
2024,DE,Dresden,116.28,96.1,103.04,108.96,120.14,89.55,79.34,97.24,105.42,101.92
2024,DE,Erfurt,103.43,95.11,101.15,153.83,175.85,101.3,99.7,99.42,133.03,118.62
