;Year;City;Daily mean;Veränderung (%)
0;2017;Chemnitz;270.54;
1;2018;Chemnitz;220.99;-18.31522140903379
2;2019;Chemnitz;295.22;33.58975519254266
3;2020;Chemnitz;367.95;24.635864778809015
4;2021;Chemnitz;110.99;-69.83557548579971
5;2022;Chemnitz;313.96000000000004;182.87233084061634
6;2023;Chemnitz;416.94;32.80035673334181
7;2024;Chemnitz;431.19;3.417757950784295
