;Year;City;Daily mean;Veränderung (%)
0;2014;Munich G;97.52;
1;2015;Munich G;41.22;-57.73174733388022
2;2016;Munich G;162.68;294.66278505579817
3;2017;Munich G;170.72;4.942217850995823
4;2018;Munich G;213.55;25.087863167760084
5;2019;Munich G;260.8;22.12596581596815
6;2020;Munich G;215.01;-17.557515337423325
7;2021;Munich G;254.66;18.441002744058423
8;2022;Munich G;262.25;2.980444514254299
9;2023;Munich G;331.92;26.566253574833176
10;2024;Munich G;465.87;40.35610990600145
