"metabolite","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Benzoylecgonine",340.93358925,321.590203034286,297.21112768,270.094088665714,237.228767542857,385.611548561053,394.188711983817,408.3815373012,589.768805367605,593.117514474052,677.898441324762,799.624672681906,747.43499841909,848.147748699737
