Year;Metabolite;Site ID;Country;City;Wednesday;Thursday;Friday;Saturday;Sunday;Monday;Tuesday;Weekday mean;Weekend mean;Daily mean;Latitude;Longitude;Location;City;Country: City
2024;cocaine;BR030;BR;SÆo Luis;96;106.55;141.42;107.74;120.32;93.78;92.59;98.38;115.82;108.34;-2524851182;-4426665106;ETE Vinhais;SÆo Luis;BR: SÆo Luis
2024;cocaine;BR032;BR;SÆo Paulo (I-V);528.09;498.43;584.78;675.49;965.54;684.65;593.87;540.13;727.61;647.27;-2355156;-4665472;"ETE Suzano; ETE SÆo Miguel; ETE ABC; ETE Barueri; ETE Novo Mundo";SÆo Paulo (I-V);BR: SÆo Paulo (I-V)
2024;cocaine;CA001;CA;Kitchener;1148.6;1275.8;1318.68;1553.77;1760.93;1630.14;1743.16;1389.19;1565.88;1490.15;4339958519;-8042359899;Kitchener Waste Water Treatment Plant;Kitchener;CA: Kitchener
2024;cocaine;CA002;CA;Montreal;45738;22.27;31352;15.33;15.66;52201;52383;17;13.82;15.18;4567099142;-735241395;J.-R. Marcotte;Montreal;CA: Montreal
2024;cocaine;CH001;CH;Basel;481.33;587.09;715.32;615.34;724.16;331.48;531.67;533.36;596.57;569.48;47.56;21732;ARA Basel;Basel;CH: Basel
2024;cocaine;CH002;CH;Berne;754.33;597.49;787.64;624.31;829.19;438.2;594.26;648.69;669.83;660.77;46.83;22828;ARA Bern;Berne;CH: Berne
2024;cocaine;CH003;CH;Geneva;928.81;815.75;1010.39;1064.89;1060.63;772.16;772.26;838.94;977.02;917.84;46.2;42887;STEP SIG;Geneva;CH: Geneva
2024;cocaine;CH008;CH;Zurich;1145.66;890.23;1193.53;1163.06;1372.65;1034.94;804.63;946.84;1191.05;1086.39;47.37;18841;Werdh”lzli;Zurich;CH: Zurich
2024;cocaine;CL001;CL;Concepci¢n;1520.96;1437.93;2689.69;2104.54;2042.78;926.81;1240.14;1399.68;1940.95;1708.98;-3681907;-7304886;Planta de Tratamiento de Aguas Residuales Biob¡o;Concepci¢n;CL: Concepci¢n
2024;cocaine;CL002;CL;Lebu;3044.25;2960.77;4596.31;4538.97;2135.87;2010.15;2484.43;2829.82;3320.32;3110.11;-3760745;-7365156;Planta de Tratamiento de Aguas Residuales Lebu;Lebu;CL: Lebu
2024;cocaine;CL003;CL;Los Angeles;2659.02;3327.62;1518.1;3268.87;1659.02;;2636.87;2987.78;2148.66;2628.16;-3746321;-7236468;Planta de Tratamiento de Aguas Residuales Los Angeles;Los Angeles;CL: Los Angeles
2024;cocaine;CY001;CY;Agia Napa;34.71;32.48;41.59;72.12;102.45;22.56;19.24;28.81;59.68;46.45;3,49908E+15;3,4E+14;Sewage treatment plant of Agia Napa-Paralimni;Agia Napa;CY: Agia Napa
2024;cocaine;CY002;CY;Larnaca;48.04;32.54;35.06;17.36;73.08;29.57;35.88;38.82;38.77;38.79;3,49152E+16;3,36362E+14;Sewage Bioard of Larnaca;Larnaca;CY: Larnaca
2024;cocaine;CY003;CY;Limassol;82.56;48.91;170.74;85.37;142.18;85.08;66.47;65.98;120.84;97.33;34.69;33.02;Sewerage Board of Limassol-Amathus (SBLA);Limassol;CY: Limassol
2024;cocaine;CY005;CY;Nicosia (2);46.28;45862;39.54;65.56;61.07;23.56;44.7;38.35;47.43;43.54;35.17;33.4;"Sewage treatment plant of Pano Deftera (Anthoupoli)-Sewerage Board of Nicosia; Sewage treatment plant of Vathia Gonia-Sewerage Board of Nicosia";Nicosia (2);CY: Nicosia (2)
2024;cocaine;CY007;CY;Paphos;15.34;22.95;80.56;47.36;79.35;14.77;27.93;45860;55.51;41.18;3,47759E+16;3,24216E+14;Sewage Borad of Pafos;Paphos;CY: Paphos
2024;cocaine;CZ001;CZ;Brno;125.31;138;135.97;265.08;255.65;270.22;163.49;142.27;231.73;193.39;4919506;16606837;Waterworks and sewage of city Brno;Brno;CZ: Brno
2024;cocaine;CZ002;CZ;?esk‚ Bud?jovice;170.16;279.22;179.5;188.66;298.09;283.64;155.65;201.68;237.47;222.13;48.96;14.46;UCOV CB;?esk‚ Bud?jovice;CZ: ?esk‚ Bud?jovice
2024;cocaine;CZ003;CZ;Karlovy Vary;84.43;87.61;105.32;129.95;139.63;112.88;62.6;78.21;121.95;103.2;5023204;1287099;?OV Karloy Vary;Karlovy Vary;CZ: Karlovy Vary
2024;cocaine;CZ004;CZ;Ostrava;87.97;86.72;103.08;181.02;185.18;108.93;81.68;85.46;144.55;119.23;49833864;18281034;é?OV Ostrava;Ostrava;CZ: Ostrava
2024;cocaine;CZ005;CZ;Plze?;155.68;154.77;229.97;279.97;271.35;169.92;139.03;149.82;237.8;200.1;4973945;1337329;?OV Plze?;Plze?;CZ: Plze?
2024;cocaine;CZ006;CZ;Prague (2);385.12;452.78;454.74;825.39;580.96;428.38;384.68;407.53;572.37;501.72;5011584348;1439671894;é?OV Praha;Prague (2);CZ: Prague (2)
2024;cocaine;CZ009;CZ;ést¡ nad Labem;58.24;78.49;94.23;101.97;97.67;63.49;58.55;65.09;89.34;78.95;50667583;1410462173;?OV ést¡ - Ne?t?mice;ést¡ nad Labem;CZ: ést¡ nad Labem
2024;cocaine;DE008;DE;Chemnitz;43.23;51.46;78.6;67.70;77.00;51.16;33.25;42.64;68.61;57.48;50827845;1292137;Chemnitz;Chemnitz;DE: Chemnitz
2024;cocaine;DE009;DE;Dortmund;408.05;541.82;480.56;574.62;525.97;406.17;428.16;459.34;496.83;480.76;51.52;53509;Deusen;Dortmund;DE: Dortmund
2024;cocaine;DE010;DE;Dresden;116.28;96.1;103.04;108.96;120.14;89.55;79.34;97.24;105.42;101.92;5105089;1373832;Dresden-Kaditz;Dresden;DE: Dresden
2024;cocaine;DE012;DE;Erfurt;103.43;95.11;101.15;153.83;175.85;101.3;99.7;99.42;133.03;118.62;50984768;1102988;Erfurt;Erfurt;DE: Erfurt
2024;cocaine;DE018;DE;Hamburg N;428.98;327.26;712.69;724.77;790.45;570.68;509.45;421.9;699.65;580.61;53551085;9993682;Nord;Hamburg N;DE: Hamburg N
2024;cocaine;DE020;DE;Hannover (2);312.99;346.64;426.13;510.26;527;435.05;392.5;350.71;474.61;421.51;52375892;973201;"Herrenhausen; Gummerwald";Hannover (2);DE: Hannover (2)
2024;cocaine;DE023;DE;Magdeburg;174.74;186.1;211.9;298.6;338.14;196.22;179.12;179.99;261.21;226.4;52120533;11627624;Magdeburg;Magdeburg;DE: Magdeburg
2024;cocaine;DE026;DE;Munich G;511.37;402.66;405.42;458.64;440.24;305.7;329.45;414.49;402.5;407.64;48.14;21490;Gut Grosslappen;Munich G;DE: Munich G
2024;cocaine;DE028;DE;Nuremberg;71.81;80.2;68.99;113.91;125.25;113.84;67.37;73.12;105.5;91.62;49452102;11076665;Nrnberg;Nuremberg;DE: Nuremberg
2024;cocaine;DE030;DE;Saarbruecken (2);219.95;267.09;280.96;318.27;396.49;280.96;251.46;246.17;319.17;287.88;49240157;6996933;"Brebach; Burbach";Saarbrcken (2);DE: Saarbrcken (2)
2024;cocaine;DE033;DE;Stuttgart;361.61;406.06;492.66;469.96;628.47;356.09;342.84;370.17;486.8;436.81;48775846;9182932;Stuttgart;Stuttgart;DE: Stuttgart
2024;cocaine;DK001;DK;Aalborg;311.04;347.78;537.16;728.38;773.42;424.04;294.99;317.94;615.75;488.12;5704855704;9865213642;Aalborg renseanl‘g vest;Aalborg;DK: Aalborg
2024;cocaine;DK002;DK;Aarhus;180.56;184.72;198.63;514.71;423.5;312.25;196.11;187.13;362.27;287.21;561631;1020256;Marselisborg;Aarhus;DK: Aarhus
2024;cocaine;DK003;DK;Copenhagen;422.85;472.96;492;844.85;624.58;524.79;457.08;450.96;621.56;548.44;55.69;22981;Lynetten;Copenhagen;DK: Copenhagen
2024;cocaine;DK004;DK;Esbjerg;311.65;324.23;301.15;403.81;524.82;452.16;360.6;332.16;420.49;382.63;5548812791;8430608708;Esbjerg renseanl‘g vest;Esbjerg;DK: Esbjerg
2024;cocaine;DK005;DK;N‘stved;256.25;243.35;333.84;352.53;348.28;301.59;246.97;248.86;334.06;297.54;552229935;1174855352;N‘stved centralrenseanl‘g;N‘stved;DK: N‘stved
2024;cocaine;DK006;DK;Odense;256.75;288.85;462.84;647.18;664.26;273.54;253.02;266.2;511.96;406.63;5,54013E+15;1,03875E+14;Ejby M›lle;Odense;DK: Odense
2024;cocaine;ES001;ES;Barcelona;348.59;337.65;352.74;364.36;390;292.3;360.47;348.9;349.85;349.44;41.43;35431;Baix Llobregat;Barcelona;ES: Barcelona
2024;cocaine;ES002;ES;Castellon;580.84;709.6;807.64;945.21;991.51;754.12;475.57;588.67;874.62;752.07;40.23;-0.12;EDAR Castell¢n;Castellon;ES: Castellon
2024;cocaine;ES004;ES;Lleida;1065.15;472.8;465.71;642.69;660.18;598.57;461.91;666.62;591.79;623.86;41617592;0.620015;EDAR Lleida;Lleida;ES: Lleida
2024;cocaine;ES007;ES;Santiago;533.53;630.34;586.27;783.42;697.49;515.62;521.88;561.92;645.7;609.79;42.88;-8.54;Silvouta;Santiago;ES: Santiago
2024;cocaine;ES008;ES;Tarragona;1327.35;1655.58;1649.44;1580.37;1598.21;1386.56;1182.88;1388.6;1553.64;1482.91;4,1119E+15;1,24571E+14;Tarragona;Tarragona;ES: Tarragona
2024;cocaine;FI001;FI;Espoo;108.97;129.32;146.26;219.57;198.17;183.21;124.86;121.05;186.8;158.62;60.16;24.71;Blominm„ki;Espoo;FI: Espoo
2024;cocaine;FI002;FI;Helsinki;171.52;176.98;190.98;280.57;280.02;279.79;191.86;180.12;257.84;224.53;60.23;24.99;Viikinm„ki;Helsinki;FI: Helsinki
2024,00;cocaine;FI003;FI;Huittinen;44927,00;20121,00;;21610,00;21245,00;29707,00;42430,00;50072,00;48305,00;44256,00;6117655889,00;2269824858,00;Huittinen;Huittinen;FI: Huittinen
2024;cocaine;FI004;FI;H„meenlinna;37.8;36.65;32.74;58.32;69.08;56.85;38.77;37.74;54.25;47.17;6099601;2446423;Paroinen;H„meenlinna;FI: H„meenlinna
2024;cocaine;FI005;FI;Joensuu;36069;30987;45827;34.59;45.2;27.17;14.76;19694;31.64;23.45;62.58;29.73;Kuhasalo;Joensuu;FI: Joensuu
2024;cocaine;FI006;FI;Jyv„skyl„;20.51;22.28;29.15;50.15;40.04;21.14;15.59;19.46;35.12;28.41;62.21;25.77;Nen„inniemi;Jyv„skyl„;FI: Jyv„skyl„
2024;cocaine;FI007;FI;Kajaani;41487;13.59;46006;28.45;23.24;18.29;45793;21885;21.27;17.55;64227;277285;Peuraniemi;Kajaani;FI: Kajaani
2024;cocaine;FI008;FI;Kemi;35827;52263;47209;45846;33817;35612;22.39;46631;48030;42217;6573609;2456363;Peurasaari;Kemi;FI: Kemi
2024;cocaine;FI009;FI;Kokkola;20880;45811;50465;31809;23408;35827;49341;42795;35462;45780;6383848;2313048;Hopeakivenlahti;Kokkola;FI: Kokkola
2024;cocaine;FI010;FI;Kotka;30.76;45743;31.86;54.44;47.28;40.42;31.93;30;43.5;37.71;60.45;26.89;Mussalo;Kotka;FI: Kotka
2024;cocaine;FI011;FI;Kouvola;44.93;29.13;25.38;36.53;42.73;23.71;45740;32.78;32.09;32.39;608679;2670405;M„kikyl„;Kouvola;FI: Kouvola
2024;cocaine;FI012;FI;Kuopio;45796;13.95;22.83;41.74;48.68;27.22;45795;17.16;35.12;27.42;62.96;45684;Lehtoniemi;Kuopio;FI: Kuopio
2024;cocaine;FI013;FI;Lahti;80.15;96.9;110.77;148.08;163.84;98.54;79.69;85.58;130.3;111.14;60.99;25.65;Kariniemi;Lahti;FI: Lahti
2024;cocaine;FI014;FI;Lappeenranta;24624;27912;32387;47088;45881;49919;34820;53479;45910;9;60.93;45743;Toikansuo;Lappeenranta;FI: Lappeenranta
2024;cocaine;FI015;FI;Mariehamn;19603;25385;15.88;45917;51.04;13.34;53844;45907;24.54;17.41;6009693;1993482;Lotsbroverket;Mariehamn;FI: Mariehamn
2024;cocaine;FI016;FI;Mikkeli;45915;24.45;45776;28.13;26.52;18.91;20729;45854;25.65;21.82;6168852;2727217;Mets„-Sairila;Mikkeli;FI: Mikkeli
2024;cocaine;FI017;FI;Oulu;21.22;25.14;27.47;41.77;39.51;29.44;45859;22.69;34.55;29.47;65.05;25.41;Taskila;Oulu;FI: Oulu
2024;cocaine;FI018;FI;Pietarsaari;0.8;0.84;26177;47150;28126;0.37;0.63;0.76;19419;48976;6367486;2270256;Alheda;Pietarsaari;FI: Pietarsaari
2024;cocaine;FI019;FI;Pori;18.85;22.49;45705;45986;24.91;45890;45764;19.58;22.25;45982;6148519;2179746;Luotsinm„ki;Pori;FI: Pori
2024;cocaine;FI020;FI;Porvoo;53.73;30.55;48.27;143.57;115.06;67.1;47.74;44;93.5;72.29;6034094426;2561000702;Hermanninsaari;Porvoo;FI: Porvoo
2024;cocaine;FI021;FI;Rauma;23.51;15.33;51836;37.17;32.01;34.42;17.99;18.94;45686;24.69;6112724;2151127;Maanp„„nniemi;Rauma;FI: Rauma
2024;cocaine;FI022;FI;Rovaniemi;45669;45858;26.68;14.71;35735;13.71;45757;45852;16.77;15.61;66.5;25.72;Alakorkalo;Rovaniemi;FI: Rovaniemi
2024;cocaine;FI024;FI;Savonlinna;45536;19238;45882;19876;45909;45878;46082;49126;23986;24320;61.86;28.85;Pihlajaniemi;Savonlinna;FI: Savonlinna
2024;cocaine;FI025;FI;Sein„joki;52140;45849;45852;20333;19.48;54332;19085;32356;13.55;20394;6279446;2282822;Sein„joki;Sein„joki;FI: Sein„joki
2024;cocaine;FI026;FI;Tampere;41.76;67.78;67.19;104.72;122.56;61.75;50.67;53.41;89.05;73.78;61.49;23.77;Viinikanlahti;Tampere;FI: Tampere
2024;cocaine;FI027;FI;Turku;63.24;72.2;78.31;134.95;155.18;78.17;56.44;63.96;111.65;91.21;60.44;22.24;Kakolanm„ki;Turku;FI: Turku
2024;cocaine;FI028;FI;Vaasa;49949;13.56;32082;33.39;43.38;45896;20.94;14.95;45990;45770;63.1;21.62;Patt;Vaasa;FI: Vaasa
2024;cocaine;FI029;FI;Vihti;47.38;94.93;72.24;146.45;101.16;50.55;59.64;67.32;92.6;81.76;6041699;2431965;Nummela;Vihti;FI: Vihti
2024;cocaine;GB001;GB;Bristol;578.81;634.56;668.69;1317.85;933.55;539.87;791.36;668.24;864.99;780.67;51503457;-2698444;Avonmouth;Bristol;GB: Bristol
2024;cocaine;GR001;GR;Athens;155.11;162.7;176.56;191.22;222.8;195.57;164.51;160.77;196.54;181.21;379928017;237658005;City of Athens WWTP;Athens;GR: Athens
2024;cocaine;HR001;HR;Split;254.62;291.25;178.87;271.33;242.45;205.08;187.3;244.39;224.43;232.99;4351526542;1644159294;Wastewater sampling site at Katalini?a Brig, Split;Split;HR: Split
2024;cocaine;HR002;HR;Zagreb;701.45;562.9;629.84;;869.36;610.63;532.24;598.86;703.28;677.38;457929993;159463997;Central wastewater treatment plant of the city of Zagreb;Zagreb;HR: Zagreb
2024;cocaine;HU001;HU;Budapest;194.37;289.93;281.45;502.95;442.54;276.44;;226.22;375.85;311.72;4750155794;1904200692;N/A;Budapest;HU: Budapest
2024;cocaine;IE001;IE;Dublin;637.81;706.43;802.23;869.41;1117.36;1262.67;732.86;692.37;1012.92;875.54;5334874586;-6277189185;Ringsend;Dublin;IE: Dublin
2024;cocaine;IS002;IS;Reykjavik KlettagarÐar;258.44;247.43;461.06;523.85;485.41;326.42;270.02;258.63;449.19;367.52;64126521;-21817439;KlettagarÐar;Reykjavik KlettagarÐar;IS: Reykjavik KlettagarÐar
2024;cocaine;IT001;IT;Bologna;420.55;439.54;541.88;662.32;688.95;483.54;484.06;448.05;594.17;531.55;4455171862;1136449646;IDAR Bologna;Bologna;IT: Bologna
2024;cocaine;IT002;IT;Bozen;342.07;371.53;437.45;518.36;460.48;374.88;400.8;371.47;447.79;415.08;4649672;11358;Kl„ranlage Bozen;Bozen;IT: Bozen
2024;cocaine;IT003;IT;Milan;373.37;396.61;453.64;;;;369.47;381.89;453.64;402.39;454337997;92213602;Nosedo;Milan;IT: Milan
2024;cocaine;IT004;IT;Rome;459.04;460.09;507.07;481.28;532.55;500.23;409.99;443.04;505.28;478.61;41812778;124252602;Roma Sud;Rome;IT: Rome
2024;cocaine;LT001;LT;Kaunas;212.63;232.17;279.55;402.47;217.66;270.02;165.64;203.48;292.43;254.31;5489687;2389243;Kaunas;Kaunas;LT: Kaunas
2024;cocaine;LT002;LT;Klaipeda;122.38;117.47;123.84;161.89;242.8;235.68;144.99;128.28;191.05;164.15;5578282;2149279;Klaipeda;Klaipeda;LT: Klaipeda
2024;cocaine;LT003;LT;Vilnius;141.15;151.68;143.09;120.87;128.9;261.29;236.53;176.45;163.54;169.07;54687156;25279651;Vilniaus vandenys;Vilnius;LT: Vilnius
2024;cocaine;LU002;LU;Luxembourg;475.26;395.21;456.44;510.43;586.82;472.86;598.33;489.6;506.63;499.33;4961164191;612649945;Beggen;Luxembourg;LU: Luxembourg
2024;cocaine;LV001;LV;Riga;153.17;211.81;209.25;211.81;319.93;195.18;117.53;160.84;234.04;202.67;5694965;24105186;Riga;Riga;LV: Riga
2024;cocaine;NL001;NL;Amsterdam;1279.78;1153.27;1150.3;1177.34;1361.33;1183.42;1138.49;1190.51;1218.1;1206.28;52375;48666668;RWZI Amsterdam-WEST;Amsterdam;NL: Amsterdam
2024;cocaine;NL002;NL;Eindhoven;629.54;683.21;741.79;869.36;1046.87;986.51;711.92;674.89;911.13;809.89;514421082;54800701;RWZI Eindhoven;Eindhoven;NL: Eindhoven
2024;cocaine;NL003;NL;Groningen;966.04;789.28;821.37;1033.52;1157.57;930.65;830.37;861.9;985.78;932.69;5324730146;6670277244;RWZI Garmerwolde;Groningen;NL: Groningen
2024;cocaine;NL007;NL;Rotterdam (2);760.99;956.37;845.73;1170.06;1191.46;1196.45;689.39;802.25;1100.93;972.92;5192288;447847;"RWZI Dokhaven; RWZI Kralinserveer";Rotterdam (2);NL: Rotterdam (2)
2024;cocaine;NL010;NL;Utrecht;572.59;509.88;646.16;792.97;899;722.94;676.27;586.25;765.27;688.55;520858002;51308398;RWZI Utrecht;Utrecht;NL: Utrecht
2024;cocaine;NL011;NL;Zwolle;396.29;396.21;458.65;606.95;591.66;508.25;490.75;427.75;541.38;492.68;5251015878;6049675057;RWZI Zwolle;Zwolle;NL: Zwolle
2024;cocaine;NO001;NO;Bergen (2);437.37;393.87;489.97;703.94;730.85;;415.88;421.12;641.59;515.61;6039453688;5289335039;Bergen;Bergen (2);NO: Bergen (2)
2024;cocaine;NO007;NO;Oslo (2);519.76;524.27;754.21;847.9;860.89;681.3;516.82;520.28;786.08;672.16;5991124354;1075077126;Oslo;Oslo (2);NO: Oslo (2)
2024;cocaine;NO009;NO;Trondheim (2);159.05;202.26;260.32;403.95;415.99;231.13;177.86;179.72;327.85;264.37;6,34299E+14;1,03937E+16;Trondheim;Trondheim (2);NO: Trondheim (2)
2024;cocaine;NZ001;NZ;Auckland;82.78;106.03;112.04;176.41;208.03;127.84;90.63;93.15;156.08;129.11;-3685091;17475761;Auckland Central;Auckland;NZ: Auckland
2024;cocaine;NZ002;NZ;Christchurch;36.64;45746;147.05;81.09;117.33;58.74;37.58;34.75;101.05;72.64;-4352452;17270317;Bromley;Christchurch;NZ: Christchurch
2024;cocaine;NZ003;NZ;Queenstown;75.32;77.18;117.71;184.56;229.21;155.97;102.84;85.11;171.86;134.68;-4500372;16875635;Shotover;Queenstown;NZ: Queenstown
2024;cocaine;NZ004;NZ;Wellington (M1+M2);55.41;30.15;21.48;61.05;48.54;48.46;20.72;35.43;44.88;40.83;-4129241;17477863;"Wellington metropolitan 1; Wellington metropolitan 2";Wellington (M1+M2);NZ: Wellington (M1+M2)
2024;cocaine;PL003;PL;Krakow P;81.82;90.5;110.33;83.95;121.72;87.43;72.17;81.5;100.86;92.56;50.06;19.94;Krakow Plaszow;Krakow P;PL: Krakow P
2024;cocaine;PT001;PT;Almada;313.61;231.61;375.21;379.4;407.41;423.6;379.4;308.21;396.41;358.61;38675187;-9154345;Mutela;Almada;PT: Almada
2024;cocaine;PT002;PT;Lisbon;588.62;680.39;693.26;638.62;604.99;527.04;642.62;637.21;615.98;625.08;387044907;-91754999;Alcƒntara;Lisbon;PT: Lisbon
2024;cocaine;PT003;PT;Porto;254.28;331.23;421.6;443.36;549.45;546.13;362.99;316.17;490.14;415.58;41157944;-8629105;Porto;Porto;PT: Porto
2024;cocaine;RO001;RO;Bucharest;207.96;165.86;158.37;203.78;272.92;227.48;164.39;179.4;215.64;200.11;444275;2610081;Glina;Bucharest;RO: Bucharest
2024;cocaine;SE002;SE;G„vle;61.79;54.05;64.37;99.51;120.38;76.09;63.33;59.73;90.09;77.08;60674622;1714183;Duvbacken ARV;G„vle;SE: G„vle
2024;cocaine;SE003;SE;Karlstad;84.51;87.86;94.34;149.86;150.76;89.62;103.4;91.93;121.15;108.62;5940122537;135112195;N/A;Karlstad;SE: Karlstad
