Year;Metabolite;Site ID;Country;City;Wednesday;Thursday;Friday;Saturday;Sunday;Monday;Tuesday;Weekday mean;Weekend mean;Daily mean;Latitude;Longitude;Location;City;Country: City
2024;cocaine;SE005;SE;Stockholm (2);327.13;318.44;355.39;461.75;502.44;378.74;275.75;307.1;424.58;374.23;59329323;18068581;"Bromma (BIN); Henriksdals reningsverk";Stockholm (2);SE: Stockholm (2)
2024;cocaine;SE009;SE;Trollh„ttan;35.58;38.61;61.28;173.82;211.39;96.89;31.73;35.31;135.85;92.76;5828333667;1228669083;N/A;Trollh„ttan;SE: Trollh„ttan
2024;cocaine;SE012;SE;V„xj”;60.85;70.41;80.41;100.74;125.84;65.86;73.01;68.09;93.21;82.45;56858257;14761215;Sundets ARV;V„xj”;SE: V„xj”
2024;cocaine;SI001;SI;Dom?ale-Kamnik;249.47;462.63;338.95;401.62;423.36;348.09;300.06;337.39;378.01;360.6;4613788;1459384;Dom?ale-Kamnik;Dom?ale-Kamnik;SI: Dom?ale-Kamnik
2024;cocaine;SI002;SI;Koper;718.4;669.26;557.55;630.21;813.43;505.15;689.88;692.52;626.59;654.84;45548058;13730188;Central wastewater treatment plant Koper;Koper;SI: Koper
2024;cocaine;SI003;SI;Kranj;256.88;552.6;437.06;593.53;565.3;367.01;320.53;376.67;490.73;441.84;46242834;14355542;Central wastewater treatment plant Kranj;Kranj;SI: Kranj
2024;cocaine;SI004;SI;Ljubljana;625.29;612.57;634.86;980.5;710.36;583.65;701.81;646.55;727.34;692.72;46056947;14505751;Central wastewater treatment plant Ljubljana;Ljubljana;SI: Ljubljana
2024;cocaine;SI005;SI;Maribor;299.59;327.6;305.9;741.25;817.61;366;277.4;301.53;557.69;447.91;4655734;1564591;Maribor;Maribor;SI: Maribor
2024;cocaine;SI006;SI;Novo mesto;298.04;224.78;361.56;349.69;368.45;378.46;251.24;258.02;364.54;318.89;45804211;1516969;Wastewater treatment plant Novo mesto;Novo mesto;SI: Novo mesto
2024;cocaine;SI007;SI;Velenje;215.67;197.06;223.97;342.45;352.55;233.23;245.94;219.56;288.05;258.7;46362274;15110658;Central wastewater treatment plant ?ale?ke Doline (?alek Valley);Velenje;SI: Velenje
2024;cocaine;SK002;SK;Bratislava C;267.39;262.35;284.27;387.2;456.75;320.09;239.5;256.41;362.08;316.79;4814925;17106991;Central;Bratislava C;SK: Bratislava C
2024;cocaine;SK004;SK;Piestany;39.8;46.92;47.66;51.12;98.73;77.77;59.88;48.86;68.82;60.27;485918007;178019009;Piestany;Piestany;SK: Piestany
2024;cocaine;TR002;TR;Ankara;52932;14.81;13.56;14.32;14.94;53297;18.14;15.13;13.82;14.38;3993436;3288606;Tatlar;Ankara;TR: Ankara
2024;cocaine;TR004;TR;Istanbul (II-VII);41.16;37.9;33.49;41.04;54.93;51.58;34.21;37.76;45.26;42.05;41013;289748;"ATAK™Y; BALTAL?MANI; KADIK™Y; Kš€šK€EKMECE; TUZLA; YEN?KAPI";Istanbul (II-VII);TR: Istanbul (II-VII)
2024;cocaine;US002;US;Seattle;738.83;720.29;752.59;906.01;948.48;808.97;652.47;703.86;854.01;789.66;4766191;-12243106;Westpoint;Seattle;US: Seattle
2023;cocaine;AT001;AT;Graz;196.33;199.25;237.64;394.13;373.67;300.54;247.33;214.3;326.49;278.41;47070713;15439504;ARA Graz;Graz;AT: Graz
2023;cocaine;AT002;AT;Hall-Wattens;299.03;340.63;319.73;403.8;428.07;249.69;267.15;302.27;350.32;329.73;4729168;1159284;Abwasserverband Hall in Tirol-Fritzens;Hall-Wattens;AT: Hall-Wattens
2023;cocaine;AT004;AT;Innsbruck;386.89;384.21;396.71;557.03;562.98;368.84;307.07;359.39;471.39;423.39;47269212;11404102;ARA Innsbruck;Innsbruck;AT: Innsbruck
2023;cocaine;AT005;AT;Kapfenberg;126.55;101.68;137.39;213.63;223.02;132.71;124.54;117.59;176.68;151.36;47443562;152901;Kläranlage Kapfenberg;Kapfenberg;AT: Kapfenberg
2023;cocaine;AT006;AT;Klagenfurt;201.74;186.21;127.93;210.31;225.55;192.14;181.18;189.71;188.98;189.29;466357;14311817;Wasserverband Wörthersee Ost;Klagenfurt;AT: Klagenfurt
2023;cocaine;AT008;AT;Knittelfeld;101.32;143.5;141.54;176.1;76.57;100.56;83.12;109.31;123.69;117.53;4721595;1482719;AWV Knittelfeld;Knittelfeld;AT: Knittelfeld
2023;cocaine;AT010;AT;Kufstein;543.79;527.62;519.23;738.85;773.21;514.01;507.09;526.17;636.32;589.11;47582958;1217077;Abwasserverband Kufstein;Kufstein;AT: Kufstein
2023;cocaine;AT013;AT;Purgstall;14.64;23.35;22.21;22.43;27.94;41.58;45922;45708;28.54;24.89;48057812;1513545;GAV Erlauftal;Purgstall;AT: Purgstall
2023;cocaine;AT011;AT;Region Millstättersee;225.76;383.39;151.96;138.08;207.4;268.03;139.36;249.5;191.37;216.28;4681924;1352146;Wasserverband Millstaettersee;Region Millstättersee;AT: Region Millstättersee
2023;cocaine;AT015;AT;Salzburg;196.07;226.51;282.74;330.02;336.57;210.88;193.99;205.52;290.05;253.83;47811195;13033229;ARA Siggerwiesen;Salzburg;AT: Salzburg
2023;cocaine;AT016;AT;Steyr;84.43;99.68;134.94;168.08;167.7;156.19;113.28;99.13;156.73;132.04;4805009;1441827;Reinhaltungsverband Steyr und Umgebung;Steyr;AT: Steyr
2023;cocaine;AT017;AT;Strass im Zillertal;184.34;208.11;210.99;258.31;268.52;231.89;198.88;197.11;242.43;223.01;47395748;1182211;AIZ Abwasserverband;Strass im Zillertal;AT: Strass im Zillertal
2023;cocaine;AT003;AT;Wasserverband Hofsteig;205.68;243.63;282.53;362.19;348.14;210.8;244.41;231.24;300.91;271.05;474852;96762;ARA Hofsteig;Wasserverband Hofsteig;AT: Wasserverband Hofsteig
2023;cocaine;AT018;AT;Wien;387.02;408.61;450.67;569.4;544.88;361.22;377.41;391.01;481.54;442.74;48210033;16363449;Hauptkläranlage Wien;Wien;AT: Wien
2023;cocaine;AT019;AT;Wiener Neustadt;198.7;208.99;260.3;279.29;420.95;296.24;213.41;207.03;314.19;268.27;4780279;1623318;AWV Wr. Neustadt-Süd;Wiener Neustadt;AT: Wiener Neustadt
2023;cocaine;AT020;AT;Wildon;116.14;144.91;167.1;241.32;252.39;233.78;166.58;142.54;223.65;188.89;46885708;15518532;Abwasserverband Grazerfeld;Wildon;AT: Wildon
2023;cocaine;AU001;AU;Australia (55 sites);90.12;62.95;85.08;120.71;161.16;118.65;78.92;77.33;121.4;102.51;-2521036;13534996;Sum of 55 WWTPs;Australia (55 sites);AU: Australia (55 sites)
2023;cocaine;BE002;BE;Antwerp Zuid;1440.74;1846.29;1361.79;1905.41;2041.6;1946.01;1509.18;1598.74;1813.7;1721.58;51.2;50861;Antwerpen-Zuid;Antwerp Zuid;BE: Antwerp Zuid
2023;cocaine;BE005;BE;Brussels;661.41;541.21;689.76;576.03;315.9;705.21;698.02;633.55;571.72;598.22;50.86;49766;Brussel-Noord;Brussels;BE: Brussels
2023;cocaine;BR005;BR;Belo Horizonte (2);809.45;832.12;788.15;1260.01;866.18;961.02;885.6;842.39;968.84;914.65;-1992562;-4393762;"ETE Arruda; ETE Onça";Belo Horizonte (2);BR: Belo Horizonte (2)
2023;cocaine;BR007;BR;Brasilia (I-VII);524.23;602.91;513.76;722.14;848;750.38;555.22;560.79;708.57;645.23;-1580567;-4790921;"ETE Brasília Sul; ETE Brasília Norte; ETE Melchior; ETE Gama; ETE Palanltina; ETE Riacho Fundo; ETE São Sebastião";Brasilia (I-VII);BR: Brasilia (I-VII)
2023;cocaine;BR010;BR;Curitiba (2);792.74;772.45;859;1066.44;982.22;870.87;710.74;758.64;944.63;864.92;-2543861;-4925411;"ETE Atuba; ETE Belém";Curitiba (2);BR: Curitiba (2)
2023;cocaine;BR017;BR;Natal;185.36;229.58;217.8;305.9;248.97;215.67;164.91;193.28;247.09;224.03;-578555;-3519824;ETE Baldo;Natal;BR: Natal
2023;cocaine;BR024;BR;Recife;92.74;123.53;201.16;363.49;414.23;108.22;29.71;81.99;271.78;190.44;-805756;-3487725;ETE Cabanga;Recife;BR: Recife
2023;cocaine;BR026;BR;Sarandi;;613.01;;733.02;870.49;922.01;549.37;581.19;841.84;737.58;-2997109458;-5113750272;ETE Sarandi;Sarandi;BR: Sarandi
2023;cocaine;BR027;BR;Serraria;;;699.43;828.79;1006.21;1010.39;887.82;887.82;886.21;886.53;-3016618358;-5121672864;ETE Serraria;Serraria;BR: Serraria
2023;cocaine;BR029;BR;São Carlos;939.58;575.24;730.79;170.74;651.35;320.44;597.42;704.08;468.33;569.37;-2201201;-4789314;ETE Monjolinho;São Carlos;BR: São Carlos
2023;cocaine;BR032;BR;São Paulo (I-V);458.97;490.97;462.87;585.93;527.26;459.42;357.11;435.68;508.87;477.5;-2355156;-4665472;"ETE Suzano; ETE São Miguel; ETE ABC; ETE Barueri; ETE Novo Mundo";São Paulo (I-V);BR: São Paulo (I-V)
2023;cocaine;CH001;CH;Basel;499.1;497.48;674.61;561.47;733.97;417.62;535.58;510.72;596.92;559.98;47.56;21732;ARA Basel;Basel;CH: Basel
2023;cocaine;CH002;CH;Berne;618.53;676.42;762.37;690.41;630.85;500.12;540.85;611.94;645.94;631.37;46.83;22828;ARA Bern;Berne;CH: Berne
2023;cocaine;CH003;CH;Geneva;790.08;769.5;819.56;960.25;959.09;686.88;704.86;754.82;856.45;812.89;46.2;42887;STEP SIG;Geneva;CH: Geneva
2023;cocaine;CH008;CH;Zurich;949.4;871.14;971.71;1115.42;1447.64;875.21;927.72;916.09;1102.5;1022.61;47.37;18841;Werdhölzli;Zurich;CH: Zurich
2023;cocaine;CL001;CL;Concepción;157.07;161.12;187.3;216.6;218.9;173.95;179.01;165.73;199.19;184.85;-3681907;-7304886;Planta de Tratamiento de Aguas Residuales Biobío;Concepción;CL: Concepción
2023;cocaine;CL002;CL;Lebu;176.29;148.46;222.76;249.17;251.56;231.43;218.44;181.06;238.73;214.01;-3760745;-7365156;Planta de Tratamiento de Aguas Residuales Lebu;Lebu;CL: Lebu
2023;cocaine;CL003;CL;Los Angeles;187.2;176.24;242.22;211.64;225.04;182.49;239.92;201.12;215.35;209.25;-3746321;-7236468;Planta de Tratamiento de Aguas Residuales Los Angeles;Los Angeles;CL: Los Angeles
2023;cocaine;CY001;CY;Agia Napa;49.84;50.84;77.54;141.43;144.67;26.61;38.19;46.29;97.56;75.59;3,49908E+15;3,4E+14;Sewage treatment plant of Agia Napa-Paralimni;Agia Napa;CY: Agia Napa
2023;cocaine;CY002;CY;Larnaca;42156;42095;44.64;41.8;51.84;46.43;22586;45723;46.18;29.52;3,49152E+16;3,36362E+14;Sewage Bioard of Larnaca;Larnaca;CY: Larnaca
2023;cocaine;CY003;CY;Limassol;70.02;89.14;130.27;130.2;136.9;110.22;72.01;77.05;126.9;105.54;34.69;33.02;Sewerage Board of Limassol-Amathus (SBLA);Limassol;CY: Limassol
2023;cocaine;CY005;CY;Nicosia (2);87.16;72.33;28.83;47.41;95.37;71.65;54.13;71.21;60.81;65.27;35.17;33.4;"Sewage treatment plant of Pano Deftera (Anthoupoli)-Sewerage Board of Nicosia; Sewage treatment plant of Vathia Gonia-Sewerage Board of Nicosia";Nicosia (2);CY: Nicosia (2)
2023;cocaine;CY007;CY;Paphos;32.67;33.88;39.27;41.15;33.82;41.3;26.14;45930;38.89;35.46;3,47759E+16;3,24216E+14;Sewage Borad of Pafos;Paphos;CY: Paphos
2023;cocaine;CZ001;CZ;Brno;80.97;87.54;106.61;114.88;73.24;151.65;194.35;120.95;111.6;115.61;4919506;16606837;Waterworks and sewage of city Brno;Brno;CZ: Brno
2023;cocaine;CZ002;CZ;?eské Bud?jovice;88.21;96.82;114.66;80.2;204.51;186.89;129.79;104.94;146.56;128.73;48.96;14.46;UCOV CB;?eské Bud?jovice;CZ: ?eské Bud?jovice
2023;cocaine;CZ003;CZ;Karlovy Vary;126.53;130.61;175.43;176.85;108.07;103.57;95.48;117.54;140.98;130.93;5023204;1287099;?OV Karloy Vary;Karlovy Vary;CZ: Karlovy Vary
2023;cocaine;CZ004;CZ;Ostrava;73.98;72.59;80.01;153.81;127.59;108.89;76.89;74.49;117.58;99.11;49833864;18281034;Ú?OV Ostrava;Ostrava;CZ: Ostrava
2023;cocaine;CZ005;CZ;Plze?;107.25;132.8;82.61;185.78;241.51;218.77;167.42;135.82;182.17;162.31;4973945;1337329;?OV Plze?;Plze?;CZ: Plze?
2023;cocaine;DE008;DE;Chemnitz;44.54;49.59;57.76;72.94;88.58;42.01;48.89;47.67;65.32;57.76;50827845;1292137;Chemnitz;Chemnitz;DE: Chemnitz
2023;cocaine;DE009;DE;Dortmund;449.54;451.48;436.41;593.38;677.63;687.12;538.01;479.68;598.63;547.65;51.52;53509;Deusen;Dortmund;DE: Dortmund
2023;cocaine;DE010;DE;Dresden;66.39;65.2;79.93;118.7;109.08;80.58;77.41;69.67;97.07;85.33;5105089;1373832;Dresden-Kaditz;Dresden;DE: Dresden
2023;cocaine;DE012;DE;Erfurt;99.11;80.6;100.49;154.1;195.71;119.84;90.41;90.04;142.54;120.04;50984768;1102988;Erfurt;Erfurt;DE: Erfurt
2023;cocaine;DE023;DE;Magdeburg;205.52;203.71;217.26;298.89;330.7;210.11;171.37;193.53;264.24;233.94;52120533;11627624;Magdeburg;Magdeburg;DE: Magdeburg
2023;cocaine;DE026;DE;Munich G;202.88;180.48;237.97;392.03;426.35;383.92;286.56;223.31;360.07;301.46;48.14;21490;Gut Grosslappen;Munich G;DE: Munich G
2023;cocaine;DE028;DE;Nuremberg;76.04;73.52;84.55;159.19;148.37;106.76;77.47;75.68;124.72;103.7;49452102;11076665;Nürnberg;Nuremberg;DE: Nuremberg
2023;cocaine;DE030;DE;Saarbrücken (2);227.85;231.07;227.84;263.29;289.36;230.6;244.36;234.43;252.77;244.91;49240157;6996933;"Brebach; Burbach";Saarbrücken (2);DE: Saarbrücken (2)
2023;cocaine;EE005;EE;Tallinn;251.68;245.61;134.18;574.01;302.22;278.97;193.04;230.11;322.35;282.82;59436962;24753574;AS Tallinna Vesi;Tallinn;EE: Tallinn
2023;cocaine;EE006;EE;Tartu;119.72;111.72;152.78;353.98;267.33;137.29;105.41;112.28;227.85;178.32;5,8377E+15;2,67298E+14;AS Tartu Veevärk;Tartu;EE: Tartu
2023;cocaine;ES001;ES;Barcelona;557.66;749.62;518.76;571.81;622.14;527.61;788.69;698.66;560.08;619.47;41.43;35431;Baix Llobregat;Barcelona;ES: Barcelona
2023;cocaine;ES002;ES;Castellon;541.35;479.78;565.77;691.63;346.32;257.78;234.05;418.4;465.38;445.24;40.23;-0.12;EDAR Castellón;Castellon;ES: Castellon
2023;cocaine;ES003;ES;Granada;764.82;882.38;1050.17;1385.26;1277.23;971.13;888.11;845.1;1170.95;1031.3;3717752;-359539;Granada;Granada;ES: Granada
2023;cocaine;ES004;ES;Lleida;689.48;837.47;1003.99;889.63;966.05;864.39;904.88;810.61;931.01;879.41;41617592;0.620015;EDAR Lleida;Lleida;ES: Lleida
2023;cocaine;ES007;ES;Santiago;585.37;652.91;620.71;652.1;878.12;509.23;493.59;577.29;665.04;627.43;42.88;-8.54;Silvouta;Santiago;ES: Santiago
2023;cocaine;ES008;ES;Tarragona;1228.33;1319.16;359.09;1452.82;1802.68;1711.9;2373.36;1640.28;1331.63;1463.91;4,1119E+15;1,24571E+14;Tarragona;Tarragona;ES: Tarragona
2023;cocaine;ES009;ES;Valencia (3);550.1;536.92;520.94;783.14;;;583.71;555.2;695.74;615.43;39.46;-0.33;"Pinedo I; Pinedo II; Quart-Benager";Valencia (3);ES: Valencia (3)
2023;cocaine;FI001;FI;Espoo;78.23;124.65;123.01;195.53;204.67;131.39;87.23;96.7;163.65;134.96;60.16;24.71;Blominmäki;Espoo;FI: Espoo
2023;cocaine;FI002;FI;Helsinki;178.04;209.59;226.49;357.56;365.09;237.78;180.52;189.38;296.73;250.72;60.23;24.99;Viikinmäki;Helsinki;FI: Helsinki
2023;cocaine;FI026;FI;Tampere;27.21;32.99;43.78;112.2;46.58;41.01;28.24;29.48;60.89;47.43;61.49;23.77;Viinikanlahti;Tampere;FI: Tampere
2023;cocaine;FI027;FI;Turku;46.18;44.33;53.91;72.05;92.27;58.67;48.82;46.44;69.23;59.46;60.44;22.24;Kakolanmäki;Turku;FI: Turku
2023;cocaine;FR005;FR;Paris Seine Centre;483.75;492.94;510.01;818.43;1194.67;390.12;425.47;467.38;728.31;616.48;48.95;46419;Seine Centre;Paris Seine Centre;FR: Paris Seine Centre
2023;cocaine;GB001;GB;Bristol;;;395.13;524.87;318.39;483.51;479.31;479.31;440.32;445.89;51503457;-2698444;Avonmouth;Bristol;GB: Bristol
2023;cocaine;GR001;GR;Athens;149.21;135.2;128.15;126.44;139.79;127.8;127.13;137.18;130.54;133.39;379928017;237658005;City of Athens WWTP;Athens;GR: Athens
2023;cocaine;H001;H;Debrecen;24.95;23.53;32.99;45865;21.51;21.72;20.49;22.99;25.82;24.61;4753033;2161623;Debrecen Waterworks Wastewater Treatment Plant;Debrecen;H: Debrecen
2023;cocaine;HR002;HR;Zagreb;451.22;447.98;469.48;509.72;667.6;998.31;431.36;443.52;661.28;567.95;457929993;159463997;Central wastewater treatment plant of the city of Zagreb;Zagreb;HR: Zagreb
2023;cocaine;IS002;IS;Reykjavik Klettagarðar;556.6;584.81;686.51;811.46;735.53;585.03;509.2;550.2;704.63;638.45;64126521;-21817439;Klettagarðar;Reykjavik Klettagarðar;IS: Reykjavik Klettagarðar
2023;cocaine;IT002;IT;Bozen;393.9;406.37;417.06;554.07;525.36;448.94;384.83;395.03;486.36;447.22;4649672;11358;Kläranlage Bozen;Bozen;IT: Bozen
2023;cocaine;IT003;IT;Milan;382.39;337.4;408.11;404.53;397.56;327.52;326.77;348.85;384.43;369.18;454337997;92213602;Nosedo;Milan;IT: Milan
2023;cocaine;KR001;KR;Seoul;0;0;0;0;0;0;0;0;0;0;3755932;12700983;Seoul-T;Seoul;KR: Seoul
2023;cocaine;LT001;LT;Kaunas;144.22;147.8;149.6;273.39;301.4;231.24;148.12;146.71;238.91;199.4;5489687;2389243;Kaunas;Kaunas;LT: Kaunas
2023;cocaine;LT002;LT;Klaipeda;78.07;74.81;71.75;78.3;114.47;127.93;99.72;84.2;98.11;92.15;5578282;2149279;Klaipeda;Klaipeda;LT: Klaipeda
2023;cocaine;LT003;LT;Vilnius;101.19;104.31;119.18;94.93;198.82;141.24;108.54;104.68;138.54;124.03;54687156;25279651;Vilniaus vandenys;Vilnius;LT: Vilnius
2023;cocaine;LU001;LU;Boevange;103.77;101.77;123.85;140.51;;;129.64;111.73;132.18;119.91;5004657;593265;Boevange;Boevange;LU: Boevange
2023;cocaine;LU003;LU;Mamer;306.68;330.56;226.85;249.21;200.17;219.59;269.02;302.08;223.96;257.44;496275;60145;Mamer;Mamer;LU: Mamer
2023;cocaine;LU004;LU;Mersch;269.2;251.45;163.17;346.02;330.13;331.2;299.62;273.42;292.63;284.4;4974811;610546;Beringen;Mersch;LU: Mersch
2023;cocaine;LV001;LV;Riga;177.68;155.79;213.26;287.43;384.03;201.35;202.53;178.67;271.52;231.72;5694965;24105186;Riga;Riga;LV: Riga
2023;cocaine;NL001;NL;Amsterdam;895.37;976.88;1083.85;1483.22;1562.03;1512.95;955.46;942.57;1410.51;1209.96;52375;48666668;RWZI Amsterdam-WEST;Amsterdam;NL: Amsterdam
2023;cocaine;NL002;NL;Eindhoven;810.48;687.72;660.5;824.09;1011.24;631.27;737.45;745.22;781.78;766.11;514421082;54800701;RWZI Eindhoven;Eindhoven;NL: Eindhoven
2023;cocaine;NL004;NL;Leeuwarden;937.9;1166.8;1376.03;1309.37;1601.92;1086.28;862.25;988.98;1343.4;1191.51;5320082;58022;Leeuwarden;Leeuwarden;NL: Leeuwarden
2023;cocaine;NL007;NL;Rotterdam (2);1105.91;1051.31;1093.07;1113.06;1409.49;955.54;890.67;1015.96;1142.79;1088.44;5192288;447847;"RWZI Dokhaven; RWZI Kralinserveer";Rotterdam (2);NL: Rotterdam (2)
2023;cocaine;NL010;NL;Utrecht;729.01;728.88;660.57;801.83;966.93;649.83;604.82;687.57;769.79;734.55;520858002;51308398;RWZI Utrecht;Utrecht;NL: Utrecht
2023;cocaine;NZ001;NZ;Auckland;31.79;;53.26;67.04;84.41;51.64;;31.79;64.09;57.63;-3685091;17475761;Auckland Central;Auckland;NZ: Auckland
2023;cocaine;NZ002;NZ;Christchurch;23559;34121;22586;24.22;29.98;26969;29891;29068;19.38;14.84;-4352452;17270317;Bromley;Christchurch;NZ: Christchurch
2023;cocaine;NZ003;NZ;Queenstown;45.71;48.78;42.28;40.37;29.53;26.52;43.61;46.03;34.68;39.54;-4500372;16875635;Shotover;Queenstown;NZ: Queenstown
2023;cocaine;NZ004;NZ;Wellington (M1+M2);52018;45170;45759;23.17;21.17;45756;26816;53509;16.44;45820;-4129241;17477863;"Wellington metropolitan 1; Wellington metropolitan 2";Wellington (M1+M2);NZ: Wellington (M1+M2)
2023;cocaine;PL003;PL;Krakow P;71.35;64.25;85.52;117.91;64.64;29.51;59.27;64.96;74.4;70.35;50.06;19.94;Krakow Plaszow;Krakow P;PL: Krakow P
2023;cocaine;PT003;PT;Porto;512.47;810.99;250.5;225.17;728.37;634.43;425.79;583.08;459.62;512.53;41157944;-8629105;Porto;Porto;PT: Porto
2023;cocaine;RO001;RO;Bucharest;151.82;158.99;160.9;178.11;173.33;221.51;184.04;164.95;183.46;175.53;444275;2610081;Glina;Bucharest;RO: Bucharest
2023;cocaine;SE002;SE;Gävle;68.05;77.12;78.86;187.54;138.51;133.48;93.97;79.72;134.6;111.08;60674622;1714183;Duvbacken ARV;Gävle;SE: Gävle
2023;cocaine;SE011;SE;Uppsala;51.05;56.69;68.37;63.3;114.5;69.4;56.52;54.75;78.89;68.55;59858562;17638927;Kungsängsverket;Uppsala;SE: Uppsala
2023;cocaine;SE012;SE;Växjö;104.97;85.91;121.94;192.99;241.84;137.58;98.76;96.55;173.59;140.57;56858257;14761215;Sundets ARV;Växjö;SE: Växjö
2023;cocaine;SI001;SI;Domžale-Kamnik;309.34;368.27;382.89;412.65;373.07;247.8;355.15;344.25;354.1;349.88;4613788;1459384;Domžale-Kamnik;Domžale-Kamnik;SI: Domžale-Kamnik
2023;cocaine;SI002;SI;Koper;636.07;399.9;535.75;496.82;452.46;360.21;595.19;543.72;461.31;496.63;45548058;13730188;Central wastewater treatment plant Koper;Koper;SI: Koper
2023;cocaine;SI003;SI;Kranj;296.33;277.41;317.28;409.31;271.54;387.98;277.92;283.89;346.53;319.68;46242834;14355542;Central wastewater treatment plant Kranj;Kranj;SI: Kranj
2023;cocaine;SI004;SI;Ljubljana;518.68;563.32;562.54;644.19;570.77;475.05;548.57;543.52;563.14;554.73;46056947;14505751;Central wastewater treatment plant Ljubljana;Ljubljana;SI: Ljubljana
2023;cocaine;SI005;SI;Maribor;322.37;356.42;354.27;502.11;557.08;368.63;303.32;327.37;445.52;394.89;4655734;1564591;Maribor;Maribor;SI: Maribor
2023;cocaine;SI006;SI;Novo mesto;255.46;278.82;297.87;378.53;391.12;288.01;231.65;255.31;338.88;303.06;45804211;1516969;Wastewater treatment plant Novo mesto;Novo mesto;SI: Novo mesto
2023;cocaine;SI007;SI;Velenje;425.94;305.83;283.63;614.24;364.12;310.03;328.99;353.59;393.01;376.11;46362274;15110658;Central wastewater treatment plant Šaleške Doline (Šalek Valley);Velenje;SI: Velenje
2023;cocaine;SK002;SK;Bratislava C;115.87;130.76;216.35;235.22;284.96;223.18;156.67;134.43;239.93;194.71;4814925;17106991;Central;Bratislava C;SK: Bratislava C
2023;cocaine;SK004;SK;Piestany;27.17;26.67;57.08;45.8;46.42;23.91;23.33;25.73;43.3;35.77;485918007;178019009;Piestany;Piestany;SK: Piestany
2023;cocaine;TR002;TR;Ankara;24047;45669;45816;45818;45758;28703;45669;33909;22890;22555;3993436;3288606;Tatlar;Ankara;TR: Ankara
2023;cocaine;US002;US;Seattle;586.4;480.69;666.34;821.45;511.38;602.71;860.26;642.45;650.47;647.03;4766191;-12243106;Westpoint;Seattle;US: Seattle
2022;cocaine;AT001;AT;Graz;163.63;153.52;193.23;241.92;225.36;146.9;139.79;152.32;201.85;180.62;47070713;15439504;ARA Graz;Graz;AT: Graz
2022;cocaine;AT002;AT;Hall-Wattens;250.21;254.08;283.7;356.65;343.63;246.85;200.89;235.06;307.71;276.57;4729168;1159284;Abwasserverband Hall in Tirol-Fritzens;Hall-Wattens;AT: Hall-Wattens
2022;cocaine;AT004;AT;Innsbruck;301.15;324.95;373.86;486.61;432;305.2;288.61;304.9;399.42;358.91;47269212;11404102;ARA Innsbruck;Innsbruck;AT: Innsbruck
2022;cocaine;AT005;AT;Kapfenberg;94.4;67.2;88.06;102.49;148.83;81.98;98.9;86.84;105.34;97.41;47443562;152901;Kläranlage Kapfenberg;Kapfenberg;AT: Kapfenberg
2022;cocaine;AT006;AT;Klagenfurt;147.89;146.99;252.46;210.99;222.31;182.01;128.09;140.99;216.94;184.39;466357;14311817;Wasserverband Wörthersee Ost;Klagenfurt;AT: Klagenfurt
2022;cocaine;AT008;AT;Knittelfeld;43.13;63.29;61.35;88.81;104.44;55.99;52.52;52.98;77.65;67.08;4721595;1482719;AWV Knittelfeld;Knittelfeld;AT: Knittelfeld
2022;cocaine;AT009;AT;Korneuburg;134.34;185.54;99.19;343.38;239.99;183.79;164.64;161.51;216.59;192.98;4834472;1633149;Korneuburg;Korneuburg;AT: Korneuburg
2022;cocaine;AT010;AT;Kufstein;504.04;545.85;569.43;632.9;665.51;429.72;409.12;486.33;574.39;536.65;47582958;1217077;Abwasserverband Kufstein;Kufstein;AT: Kufstein
2022;cocaine;AT013;AT;Purgstall;16.62;49.59;65.13;63.96;27.55;27881;43.02;36.41;40.6;38.8;48057812;1513545;GAV Erlauftal;Purgstall;AT: Purgstall
2022;cocaine;AT011;AT;Region Millstättersee;91.17;114.47;126.26;152.07;108.67;102.51;78.86;94.84;122.38;110.57;4681924;1352146;Wasserverband Millstaettersee;Region Millstättersee;AT: Region Millstättersee
2022;cocaine;AT015;AT;Salzburg;174.68;174.96;197.81;213.77;236.25;186.49;161.67;170.44;208.58;192.23;47811195;13033229;ARA Siggerwiesen;Salzburg;AT: Salzburg
2022;cocaine;AT016;AT;Steyr;50.89;34.57;45.53;195.29;145.78;56.53;44.05;43.17;110.78;81.8;4805009;1441827;Reinhaltungsverband Steyr und Umgebung;Steyr;AT: Steyr
2022;cocaine;AT017;AT;Strass im Zillertal;124.94;139.15;150.49;184.8;190.99;124.69;129.51;131.2;162.74;149.22;47395748;1182211;AIZ Abwasserverband;Strass im Zillertal;AT: Strass im Zillertal
2022;cocaine;AT003;AT;Wasserverband Hofsteig;268.3;242.15;345.38;437.14;409.94;279.13;258.85;256.43;367.9;320.13;474852;96762;ARA Hofsteig;Wasserverband Hofsteig;AT: Wasserverband Hofsteig
2022;cocaine;AT018;AT;Wien;287.63;341.65;396.64;452.43;455.06;360.55;300.1;309.79;416.17;370.58;48210033;16363449;Hauptkläranlage Wien;Wien;AT: Wien
2022;cocaine;AT019;AT;Wiener Neustadt;154.62;176.96;151.96;214.37;224.99;162.41;142.86;158.15;188.43;175.45;4780279;1623318;AWV Wr. Neustadt-Süd;Wiener Neustadt;AT: Wiener Neustadt
2022;cocaine;AT020;AT;Wildon;135.97;152.3;170.28;218.3;232.13;146.04;116.89;135.05;191.69;167.42;46885708;15518532;Abwasserverband Grazerfeld;Wildon;AT: Wildon
